"cve_mun","categoria","valor","cve","original"
"15021","sem_mujeres",2,"mujeres",-4.27807486631014
"15021","sem_jovenes",1,"jovenes",-12.5850340136054
"15021","sem_mayores",1,"mayores",-10.126582278481
"15021","sem_uma",2,"uma",-5.96569724086503
"15021","sem_pyme",3,"pyme",6.75675675675678
"15021","moda",2,NA,NA
"15022","sem_total",2,"total",-3.36134453781515
"15022","sem_mujeres",3,"mujeres",4.76190476190474
"15022","sem_jovenes",3,"jovenes",13.6363636363636
"15022","sem_mayores",3,"mayores",3.125
"15022","sem_uma",2,"uma",-3.86266094420598
"15022","sem_pyme",2,"pyme",-3.36134453781515
"15022","moda",2,NA,NA
"15022","sem_total",2,"total",-3.36134453781515
"15022","sem_mujeres",3,"mujeres",4.76190476190474
"15022","sem_jovenes",3,"jovenes",13.6363636363636
"15022","sem_mayores",3,"mayores",3.125
"15022","sem_uma",2,"uma",-3.86266094420598
"15022","sem_pyme",2,"pyme",-3.36134453781515
"15022","moda",3,NA,NA
"15024","sem_total",3,"total",5.02335117894976
"15024","sem_mujeres",3,"mujeres",11.1969964664311
"15024","sem_jovenes",3,"jovenes",4.71219803161349
"15024","sem_mayores",3,"mayores",1.27640845070418
"15024","sem_uma",3,"uma",5.62342147311996
"15024","sem_pyme",2,"pyme",-0.26055237102659
"15024","moda",3,NA,NA
"15025","sem_total",2,"total",-3.42561897082101
"15025","sem_mujeres",2,"mujeres",-5.54808881242944
"15025","sem_jovenes",1,"jovenes",-12.8939828080229
"15025","sem_mayores",2,"mayores",-1.26413838988689
"15025","sem_uma",2,"uma",-3.14039604589811
"15025","sem_pyme",2,"pyme",-2.7501265395647
"15025","moda",2,NA,NA
"15026","sem_total",1,"total",-19.0839694656489
"15026","sem_mujeres",1,"mujeres",-23.4126984126984
"15026","sem_jovenes",1,"jovenes",-36.9369369369369
"15026","sem_mayores",3,"mayores",16.6666666666667
"15026","sem_uma",1,"uma",-19.6531791907514
"15026","sem_pyme",3,"pyme",8.33333333333337
"15026","moda",1,NA,NA
"15027","sem_total",1,"total",-22.9885057471265
"15027","sem_mujeres",1,"mujeres",-13.953488372093
"15027","sem_jovenes",1,"jovenes",-52.9411764705882
"15027","sem_mayores",1,"mayores",-20
"15027","sem_uma",1,"uma",-22.7544910179641
"15027","sem_pyme",1,"pyme",-22.9885057471265
"15027","moda",1,NA,NA
"15029","sem_total",3,"total",5.28239809906783
"15029","sem_mujeres",3,"mujeres",21.71226831421
"15029","sem_jovenes",3,"jovenes",2.27074235807863
"15029","sem_mayores",2,"mayores",-2.47747747747747
"15029","sem_uma",3,"uma",7.40956826137693
"15029","sem_pyme",2,"pyme",-3.44959754695285
"15029","moda",3,NA,NA
"15030","sem_total",3,"total",1.57004830917873
"15030","sem_mujeres",3,"mujeres",5.75079872204471
"15030","sem_jovenes",3,"jovenes",4.44444444444443
"15030","sem_mayores",3,"mayores",8.51063829787235
"15030","sem_uma",3,"uma",1.71149144254279
"15030","sem_pyme",3,"pyme",1.59857904085259
"15030","moda",3,NA,NA
"15031","sem_total",3,"total",4.26870748299324
"15031","sem_mujeres",2,"mujeres",-1.45161290322581
"15031","sem_jovenes",2,"jovenes",-1.37524557956774
"15031","sem_mayores",2,"mayores",-0.164473684210542
"15031","sem_uma",3,"uma",3.31090651558072
"15031","sem_pyme",3,"pyme",3.85390428211585
"15031","moda",2,NA,NA
"15031","sem_total",3,"total",4.26870748299324
"15031","sem_mujeres",2,"mujeres",-1.45161290322581
"15031","sem_jovenes",2,"jovenes",-1.37524557956774
"15031","sem_mayores",2,"mayores",-0.164473684210542
"15031","sem_uma",3,"uma",3.31090651558072
"15031","sem_pyme",3,"pyme",3.85390428211585
"15031","moda",3,NA,NA
"15032","sem_total",2,"total",-2.38095238095238
"15032","sem_mujeres",2,"mujeres",0
"15032","sem_jovenes",1,"jovenes",-14.2857142857143
"15032","sem_mayores",2,"mayores",0
"15032","sem_uma",2,"uma",-2.38095238095238
"15032","sem_pyme",2,"pyme",-2.38095238095238
"15032","moda",2,NA,NA
"15033","sem_total",2,"total",-1.91522869286913
"15033","sem_mujeres",2,"mujeres",-3.48515383581889
"15033","sem_jovenes",2,"jovenes",-5.92508369654477
"15033","sem_mayores",2,"mayores",-0.475877912701028
"15033","sem_uma",2,"uma",-0.662468913699144
"15033","sem_pyme",2,"pyme",-1.19468487138851
"15033","moda",2,NA,NA
"15034","sem_total",3,"total",50
"15034","sem_mujeres",3,"mujeres",100
"15034","sem_jovenes",1,"jovenes",-100
"15034","sem_mayores",1,"mayores",-50
"15034","sem_uma",3,"uma",50
"15034","sem_pyme",3,"pyme",50
"15034","moda",3,NA,NA
"15035","sem_total",3,"total",7.76878838093387
"15035","sem_mujeres",3,"mujeres",9.73228346456692
"15035","sem_jovenes",3,"jovenes",12.2929936305733
"15035","sem_mayores",3,"mayores",20.9078404401651
"15035","sem_uma",3,"uma",12.6177251871528
"15035","sem_pyme",3,"pyme",6.41672674837783
"15035","moda",3,NA,NA
"15036","sem_total",1,"total",-14.3548387096774
"15036","sem_mujeres",1,"mujeres",-19.8863636363636
"15036","sem_jovenes",1,"jovenes",-29.6703296703297
"15036","sem_mayores",2,"mayores",0
"15036","sem_uma",1,"uma",-14.4951140065147
"15036","sem_pyme",2,"pyme",-1.86046511627908
"15036","moda",1,NA,NA
"15037","sem_total",2,"total",-4.2491974074747
"15037","sem_mujeres",2,"mujeres",-7.97554536612477
"15037","sem_jovenes",1,"jovenes",-16.3516559736431
"15037","sem_mayores",2,"mayores",-7.95943454210202
"15037","sem_uma",2,"uma",-5.11940003947111
"15037","sem_pyme",2,"pyme",-0.0279824643223514
"15037","moda",2,NA,NA
"15038","sem_total",3,"total",31.5789473684211
"15038","sem_mujeres",3,"mujeres",32.6241134751773
"15038","sem_jovenes",1,"jovenes",-24
"15038","sem_mayores",3,"mayores",46.2121212121212
"15038","sem_uma",3,"uma",33.4190231362468
"15038","sem_pyme",1,"pyme",-31.0344827586207
"15038","moda",3,NA,NA
"15039","sem_total",2,"total",-1.85134468970806
"15039","sem_mujeres",2,"mujeres",-3.1736056559309
"15039","sem_jovenes",2,"jovenes",-8.18094321462945
"15039","sem_mayores",3,"mayores",0.57306590257884
"15039","sem_uma",2,"uma",-0.514892784983401
"15039","sem_pyme",2,"pyme",-5.41947336191059
"15039","moda",2,NA,NA
"15040","sem_total",1,"total",-20.2750891492613
"15040","sem_mujeres",1,"mujeres",-17.2739541160594
"15040","sem_jovenes",1,"jovenes",-42.5287356321839
"15040","sem_mayores",2,"mayores",-6.00000000000001
"15040","sem_uma",1,"uma",-21.8181818181818
"15040","sem_pyme",2,"pyme",-4.6979865771812
"15040","moda",1,NA,NA
"15041","sem_total",NA,"total",NA
"15041","sem_mujeres",NA,"mujeres",NA
"15041","sem_jovenes",NA,"jovenes",NA
"15041","sem_mayores",NA,"mayores",NA
"15041","sem_uma",NA,"uma",NA
"15041","sem_pyme",NA,"pyme",NA
"15041","moda",NA,NA,NA
"15042","sem_total",2,"total",-9.59337185217487
"15042","sem_mujeres",1,"mujeres",-11.5306353153968
"15042","sem_jovenes",1,"jovenes",-22.3419892209701
"15042","sem_mayores",2,"mayores",-2.77777777777775
"15042","sem_uma",2,"uma",-8.11601267365345
"15042","sem_pyme",2,"pyme",-7.40013097576948
"15042","moda",2,NA,NA
"15043","sem_total",3,"total",7.86516853932584
"15043","sem_mujeres",3,"mujeres",18.6046511627906
"15043","sem_jovenes",3,"jovenes",35.7142857142857
"15043","sem_mayores",2,"mayores",-6.89655172413791
"15043","sem_uma",3,"uma",10.1190476190476
"15043","sem_pyme",3,"pyme",7.86516853932584
"15043","moda",3,NA,NA
"15044","sem_total",3,"total",31.5719947159841
"15044","sem_mujeres",3,"mujeres",10.7954545454545
"15044","sem_jovenes",3,"jovenes",29.8507462686567
"15044","sem_mayores",3,"mayores",28.5714285714286
"15044","sem_uma",3,"uma",35.0217076700434
"15044","sem_pyme",2,"pyme",-4.77272727272728
"15044","moda",3,NA,NA
"15046","sem_total",3,"total",15.6196943972835
"15046","sem_mujeres",3,"mujeres",14.8936170212766
"15046","sem_jovenes",3,"jovenes",31.6455696202531
"15046","sem_mayores",2,"mayores",-7.4074074074074
"15046","sem_uma",3,"uma",19.3486590038314
"15046","sem_pyme",2,"pyme",-3.48583877995642
"15046","moda",3,NA,NA
"15047","sem_total",2,"total",-2.84697508896798
"15047","sem_mujeres",2,"mujeres",-8.06451612903227
"15047","sem_jovenes",1,"jovenes",-22.4489795918367
"15047","sem_mayores",3,"mayores",6.66666666666669
"15047","sem_uma",2,"uma",-2.22222222222224
"15047","sem_pyme",2,"pyme",-2.84697508896798
"15047","moda",2,NA,NA
"15048","sem_total",3,"total",3.72871403405755
"15048","sem_mujeres",3,"mujeres",5.2086703332255
"15048","sem_jovenes",3,"jovenes",26.2806236080178
"15048","sem_mayores",2,"mayores",-5.27817403708986
"15048","sem_uma",3,"uma",6.16626311541562
"15048","sem_pyme",3,"pyme",0.245098039215685
"15048","moda",3,NA,NA
"15049","sem_total",3,"total",4.76190476190477
"15049","sem_mujeres",3,"mujeres",50
"15049","sem_jovenes",2,"jovenes",0
"15049","sem_mayores",1,"mayores",-11.1111111111111
"15049","sem_uma",3,"uma",4.99999999999998
"15049","sem_pyme",3,"pyme",4.76190476190477
"15049","moda",3,NA,NA
"15050","sem_total",1,"total",-11.3207547169811
"15050","sem_mujeres",2,"mujeres",-4.16666666666664
"15050","sem_jovenes",1,"jovenes",-21.6216216216216
"15050","sem_mayores",2,"mayores",-5.55555555555556
"15050","sem_uma",1,"uma",-12.6666666666667
"15050","sem_pyme",1,"pyme",-11.3207547169811
"15050","moda",1,NA,NA
"15051","sem_total",2,"total",-2.73482041049031
"15051","sem_mujeres",2,"mujeres",-0.842193915148981
"15051","sem_jovenes",2,"jovenes",-8.6281179138322
"15051","sem_mayores",2,"mayores",-1.248
"15051","sem_uma",2,"uma",-0.147079422888341
"15051","sem_pyme",2,"pyme",-0.014827995255029
"15051","moda",2,NA,NA
"15052","sem_total",3,"total",7.1138211382114
"15052","sem_mujeres",2,"mujeres",0
"15052","sem_jovenes",3,"jovenes",4.6875
"15052","sem_mayores",2,"mayores",0
"15052","sem_uma",3,"uma",8.62470862470865
"15052","sem_pyme",3,"pyme",10.3448275862069
"15052","moda",3,NA,NA
"15054","sem_total",1,"total",-11.2795535261289
"15054","sem_mujeres",1,"mujeres",-11.4448091715252
"15054","sem_jovenes",1,"jovenes",-18.1772279727342
"15054","sem_mayores",2,"mayores",-7.16206306526522
"15054","sem_uma",1,"uma",-10.5755098291384
"15054","sem_pyme",2,"pyme",-7.06691682301438
"15054","moda",1,NA,NA
"15055","sem_total",3,"total",24.1551939924906
"15055","sem_mujeres",3,"mujeres",54.4117647058824
"15055","sem_jovenes",3,"jovenes",0.781250000000022
"15055","sem_mayores",3,"mayores",64.1304347826087
"15055","sem_uma",3,"uma",26.7833109017497
"15055","sem_pyme",1,"pyme",-12.396694214876
"15055","moda",3,NA,NA
"15057","sem_total",2,"total",-2.70985799169513
"15057","sem_mujeres",2,"mujeres",-3.22297911997692
"15057","sem_jovenes",1,"jovenes",-12.7353610593834
"15057","sem_mayores",2,"mayores",-0.273947160700216
"15057","sem_uma",2,"uma",-1.15870765512746
"15057","sem_pyme",2,"pyme",-2.1465439073725
"15057","moda",2,NA,NA
"15058","sem_total",2,"total",-4.16095621110335
"15058","sem_mujeres",2,"mujeres",-4.65756216877293
"15058","sem_jovenes",2,"jovenes",-7.5904353157572
"15058","sem_mayores",2,"mayores",-2.40802675585282
"15058","sem_uma",2,"uma",-3.44612281165196
"15058","sem_pyme",2,"pyme",-2.72998173603767
"15058","moda",2,NA,NA
"15059","sem_total",1,"total",-12.9251700680272
"15059","sem_mujeres",3,"mujeres",6.29921259842521
"15059","sem_jovenes",2,"jovenes",-0.854700854700863
"15059","sem_mayores",1,"mayores",-18.3908045977011
"15059","sem_uma",2,"uma",-6.59898477157361
"15059","sem_pyme",3,"pyme",13.4490238611713
"15059","moda",1,NA,NA
"15059","sem_total",1,"total",-12.9251700680272
"15059","sem_mujeres",3,"mujeres",6.29921259842521
"15059","sem_jovenes",2,"jovenes",-0.854700854700863
"15059","sem_mayores",1,"mayores",-18.3908045977011
"15059","sem_uma",2,"uma",-6.59898477157361
"15059","sem_pyme",3,"pyme",13.4490238611713
"15059","moda",2,NA,NA
"15059","sem_total",1,"total",-12.9251700680272
"15059","sem_mujeres",3,"mujeres",6.29921259842521
"15059","sem_jovenes",2,"jovenes",-0.854700854700863
"15059","sem_mayores",1,"mayores",-18.3908045977011
"15059","sem_uma",2,"uma",-6.59898477157361
"15059","sem_pyme",3,"pyme",13.4490238611713
"15059","moda",3,NA,NA
"15060","sem_total",2,"total",-5.42998649257095
"15060","sem_mujeres",2,"mujeres",-6.69585372134949
"15060","sem_jovenes",1,"jovenes",-10.1363366923533
"15060","sem_mayores",2,"mayores",-1.17370892018781
"15060","sem_uma",2,"uma",-4.81442409130145
"15060","sem_pyme",2,"pyme",-1.99021757463315
"15060","moda",2,NA,NA
"15061","sem_total",3,"total",3.25358851674644
"15061","sem_mujeres",2,"mujeres",-1.62866449511401
"15061","sem_jovenes",1,"jovenes",-25
"15061","sem_mayores",3,"mayores",30.3030303030303
"15061","sem_uma",3,"uma",25.1101321585903
"15061","sem_pyme",3,"pyme",2.66666666666666
"15061","moda",3,NA,NA
"15062","sem_total",3,"total",1.88850279498414
"15062","sem_mujeres",3,"mujeres",6.61157024793388
"15062","sem_jovenes",2,"jovenes",-1.7563117453348
"15062","sem_mayores",3,"mayores",2.4
"15062","sem_uma",3,"uma",4.68718967229396
"15062","sem_pyme",3,"pyme",1.44648023143681
"15062","moda",3,NA,NA
"15063","sem_total",3,"total",8.33333333333335
"15063","sem_mujeres",2,"mujeres",0
"15063","sem_jovenes",3,"jovenes",8.33333333333335
"15063","sem_mayores",1,"mayores",-11.7647058823529
"15063","sem_uma",3,"uma",5
"15063","sem_pyme",3,"pyme",8.33333333333335
"15063","moda",3,NA,NA
"15064","sem_total",3,"total",2.22044604925031e-14
"15064","sem_mujeres",3,"mujeres",3.55029585798814
"15064","sem_jovenes",2,"jovenes",-1.63934426229508
"15064","sem_mayores",3,"mayores",7.8125
"15064","sem_uma",2,"uma",-2.13903743315509
"15064","sem_pyme",2,"pyme",-5.38922155688624
"15064","moda",2,NA,NA
"15064","sem_total",3,"total",2.22044604925031e-14
"15064","sem_mujeres",3,"mujeres",3.55029585798814
"15064","sem_jovenes",2,"jovenes",-1.63934426229508
"15064","sem_mayores",3,"mayores",7.8125
"15064","sem_uma",2,"uma",-2.13903743315509
"15064","sem_pyme",2,"pyme",-5.38922155688624
"15064","moda",3,NA,NA
"15065","sem_total",2,"total",-7.41599073001159
"15065","sem_mujeres",2,"mujeres",-5.53633217993078
"15065","sem_jovenes",1,"jovenes",-16.5562913907285
"15065","sem_mayores",2,"mayores",-7.60869565217389
"15065","sem_uma",2,"uma",-7.16845878136202
"15065","sem_pyme",2,"pyme",-5.40069686411146
"15065","moda",2,NA,NA
"15066","sem_total",1,"total",-22.2222222222222
"15066","sem_mujeres",NA,"mujeres",NA
"15066","sem_jovenes",NA,"jovenes",NA
"15066","sem_mayores",2,"mayores",0
"15066","sem_uma",1,"uma",-22.2222222222222
"15066","sem_pyme",1,"pyme",-22.2222222222222
"15066","moda",1,NA,NA
"15067","sem_total",2,"total",-9.03540903540901
"15067","sem_mujeres",1,"mujeres",-15.8415841584158
"15067","sem_jovenes",1,"jovenes",-42.6573426573426
"15067","sem_mayores",3,"mayores",10.3448275862069
"15067","sem_uma",1,"uma",-11.0957004160888
"15067","sem_pyme",3,"pyme",5.14579759862777
"15067","moda",1,NA,NA
"15068","sem_total",3,"total",32.6656394453005
"15068","sem_mujeres",3,"mujeres",12.9166666666667
"15068","sem_jovenes",3,"jovenes",49.5867768595042
"15068","sem_mayores",3,"mayores",28.5714285714286
"15068","sem_uma",3,"uma",31.404958677686
"15068","sem_pyme",2,"pyme",-3.53697749196143
"15068","moda",3,NA,NA
"15069","sem_total",1,"total",-76.1329305135952
"15069","sem_mujeres",1,"mujeres",-86.7403314917127
"15069","sem_jovenes",1,"jovenes",-69.0476190476191
"15069","sem_mayores",1,"mayores",-57.1428571428571
"15069","sem_uma",1,"uma",-77.1428571428572
"15069","sem_pyme",3,"pyme",9.72222222222223
"15069","moda",1,NA,NA
"15070","sem_total",2,"total",-7.12716186522447
"15070","sem_mujeres",2,"mujeres",-8.27521687361799
"15070","sem_jovenes",1,"jovenes",-20.238608595659
"15070","sem_mayores",2,"mayores",-3.04136253041364
"15070","sem_uma",1,"uma",-14
"15070","sem_pyme",2,"pyme",-2.53967262276645
"15070","moda",2,NA,NA
"15071","sem_total",2,"total",-6.47773279352229
"15071","sem_mujeres",2,"mujeres",-8.17120622568092
"15071","sem_jovenes",1,"jovenes",-26.3636363636363
"15071","sem_mayores",1,"mayores",-14.4736842105263
"15071","sem_uma",2,"uma",-7.48898678414098
"15071","sem_pyme",3,"pyme",11.4485981308411
"15071","moda",2,NA,NA
"15073","sem_total",3,"total",6.46976090014066
"15073","sem_mujeres",3,"mujeres",1.70212765957447
"15073","sem_jovenes",3,"jovenes",28.5714285714286
"15073","sem_mayores",2,"mayores",-4.80769230769231
"15073","sem_uma",3,"uma",12.3861566484517
"15073","sem_pyme",3,"pyme",14.2424242424242
"15073","moda",3,NA,NA
"15074","sem_total",3,"total",0.948991696322632
"15074","sem_mujeres",2,"mujeres",-1.76211453744494
"15074","sem_jovenes",2,"jovenes",-2.06896551724138
"15074","sem_mayores",1,"mayores",-23.5955056179775
"15074","sem_uma",3,"uma",1.83150183150182
"15074","sem_pyme",2,"pyme",-3.36906584992344
"15074","moda",2,NA,NA
"15075","sem_total",3,"total",2.17706821480406
"15075","sem_mujeres",3,"mujeres",2.05128205128204
"15075","sem_jovenes",3,"jovenes",40
"15075","sem_mayores",1,"mayores",-25.2631578947369
"15075","sem_uma",3,"uma",1.6491754122939
"15075","sem_pyme",1,"pyme",-10.5065666041276
"15075","moda",3,NA,NA
"15076","sem_total",2,"total",-2.11162882918609
"15076","sem_mujeres",2,"mujeres",-1.66153846153847
"15076","sem_jovenes",2,"jovenes",-1.50753768844221
"15076","sem_mayores",2,"mayores",-8.75739644970415
"15076","sem_uma",2,"uma",-1.16533139111435
"15076","sem_pyme",3,"pyme",4.03316155052658
"15076","moda",2,NA,NA
"15077","sem_total",2,"total",-5.66037735849055
"15077","sem_mujeres",3,"mujeres",14.2857142857143
"15077","sem_jovenes",1,"jovenes",-28.5714285714286
"15077","sem_mayores",1,"mayores",-20
"15077","sem_uma",1,"uma",-10.2040816326531
"15077","sem_pyme",2,"pyme",-5.66037735849055
"15077","moda",1,NA,NA
"15078","sem_total",1,"total",-75
"15078","sem_mujeres",NA,"mujeres",NA
"15078","sem_jovenes",NA,"jovenes",NA
"15078","sem_mayores",NA,"mayores",NA
"15078","sem_uma",1,"uma",-75
"15078","sem_pyme",1,"pyme",-75
"15078","moda",1,NA,NA
"15079","sem_total",2,"total",-9.24657534246576
"15079","sem_mujeres",1,"mujeres",-12.6436781609195
"15079","sem_jovenes",1,"jovenes",-29.0697674418605
"15079","sem_mayores",2,"mayores",-2.94117647058822
"15079","sem_uma",2,"uma",-9.22787193973635
"15079","sem_pyme",2,"pyme",-5.57939914163088
"15079","moda",2,NA,NA
"15080","sem_total",2,"total",-9.52380952380952
"15080","sem_mujeres",1,"mujeres",-20
"15080","sem_jovenes",3,"jovenes",300
"15080","sem_mayores",1,"mayores",-66.6666666666667
"15080","sem_uma",2,"uma",-9.52380952380952
"15080","sem_pyme",2,"pyme",-9.52380952380952
"15080","moda",2,NA,NA
"15081","sem_total",2,"total",-1.98923122943465
"15081","sem_mujeres",2,"mujeres",-3.48882284532881
"15081","sem_jovenes",2,"jovenes",-3.03668069753458
"15081","sem_mayores",2,"mayores",-0.648298217179932
"15081","sem_uma",2,"uma",-0.959682312062238
"15081","sem_pyme",2,"pyme",-4.59162082099024
"15081","moda",2,NA,NA
"15082","sem_total",3,"total",0.95744680851062
"15082","sem_mujeres",3,"mujeres",9.11680911680912
"15082","sem_jovenes",2,"jovenes",-1.42857142857145
"15082","sem_mayores",2,"mayores",-3.92156862745098
"15082","sem_uma",3,"uma",3.72670807453417
"15082","sem_pyme",3,"pyme",6.6820276497696
"15082","moda",3,NA,NA
"15083","sem_total",3,"total",2.38095238095237
"15083","sem_mujeres",3,"mujeres",8.16326530612244
"15083","sem_jovenes",1,"jovenes",-37.5
"15083","sem_mayores",3,"mayores",18.75
"15083","sem_uma",3,"uma",2.89855072463767
"15083","sem_pyme",3,"pyme",6.08695652173914
"15083","moda",3,NA,NA
"15084","sem_total",3,"total",32.6869806094183
"15084","sem_mujeres",3,"mujeres",11.9760479041916
"15084","sem_jovenes",3,"jovenes",91.6083916083916
"15084","sem_mayores",2,"mayores",-3.94736842105265
"15084","sem_uma",3,"uma",24.8400852878464
"15084","sem_pyme",2,"pyme",-4.33734939759038
"15084","moda",3,NA,NA
"15085","sem_total",2,"total",-0.345423143350609
"15085","sem_mujeres",2,"mujeres",-1.71428571428572
"15085","sem_jovenes",2,"jovenes",-3.89610389610393
"15085","sem_mayores",3,"mayores",14.2857142857143
"15085","sem_uma",2,"uma",-2.66749379652608
"15085","sem_pyme",3,"pyme",10.8823529411765
"15085","moda",2,NA,NA
"15086","sem_total",3,"total",5.51181102362204
"15086","sem_mujeres",2,"mujeres",-4.54545454545454
"15086","sem_jovenes",3,"jovenes",6.25
"15086","sem_mayores",3,"mayores",5.26315789473684
"15086","sem_uma",3,"uma",5.59999999999996
"15086","sem_pyme",3,"pyme",5.51181102362204
"15086","moda",3,NA,NA
"15087","sem_total",3,"total",4.14878397711016
"15087","sem_mujeres",3,"mujeres",1.1049723756906
"15087","sem_jovenes",3,"jovenes",3.6764705882353
"15087","sem_mayores",3,"mayores",1.35135135135138
"15087","sem_uma",3,"uma",3.92749244712993
"15087","sem_pyme",3,"pyme",24.3559718969555
"15087","moda",3,NA,NA
"15089","sem_total",2,"total",-1.76470588235295
"15089","sem_mujeres",3,"mujeres",7.54716981132075
"15089","sem_jovenes",2,"jovenes",-5.88235294117648
"15089","sem_mayores",3,"mayores",7.69230769230773
"15089","sem_uma",2,"uma",-1.21951219512195
"15089","sem_pyme",2,"pyme",-1.76470588235295
"15089","moda",2,NA,NA
"15090","sem_total",2,"total",-3.42446837890081
"15090","sem_mujeres",2,"mujeres",-6.42123287671233
"15090","sem_jovenes",1,"jovenes",-12.3393316195373
"15090","sem_mayores",2,"mayores",-0.512820512820489
"15090","sem_uma",2,"uma",-3.01632363378285
"15090","sem_pyme",3,"pyme",4.46985446985448
"15090","moda",2,NA,NA
"15091","sem_total",2,"total",-3.66720516962844
"15091","sem_mujeres",3,"mujeres",2.38678090575275
"15091","sem_jovenes",1,"jovenes",-11.0102156640182
"15091","sem_mayores",3,"mayores",0.98846787479403
"15091","sem_uma",2,"uma",-3.78537302462328
"15091","sem_pyme",2,"pyme",-7.39575137686861
"15091","moda",2,NA,NA
"15092","sem_total",3,"total",0.840657241115794
"15092","sem_mujeres",3,"mujeres",0.777202072538863
"15092","sem_jovenes",2,"jovenes",-4.37017994858613
"15092","sem_mayores",3,"mayores",10.8391608391609
"15092","sem_uma",3,"uma",0.683176771989769
"15092","sem_pyme",3,"pyme",7.06713780918728
"15092","moda",3,NA,NA
"15093","sem_total",3,"total",10.3053435114504
"15093","sem_mujeres",3,"mujeres",17.1328671328671
"15093","sem_jovenes",3,"jovenes",19.2513368983957
"15093","sem_mayores",3,"mayores",17.7215189873418
"15093","sem_uma",3,"uma",8.05043646944712
"15093","sem_pyme",2,"pyme",-1.11022302462516e-14
"15093","moda",3,NA,NA
"15094","sem_total",2,"total",-4.41176470588236
"15094","sem_mujeres",3,"mujeres",8.69565217391304
"15094","sem_jovenes",2,"jovenes",-9.52380952380953
"15094","sem_mayores",3,"mayores",29.4117647058824
"15094","sem_uma",2,"uma",-4.8689138576779
"15094","sem_pyme",2,"pyme",-4.59770114942532
"15094","moda",2,NA,NA
"15095","sem_total",2,"total",-4.03001544912821
"15095","sem_mujeres",2,"mujeres",-5.25773195876289
"15095","sem_jovenes",2,"jovenes",-3.73711340206188
"15095","sem_mayores",2,"mayores",-4.24366872005474
"15095","sem_uma",3,"uma",1.88690166116803
"15095","sem_pyme",3,"pyme",12.7303657499291
"15095","moda",2,NA,NA
"15096","sem_total",2,"total",-5.41381456129435
"15096","sem_mujeres",2,"mujeres",-5.04731861198737
"15096","sem_jovenes",1,"jovenes",-17.0454545454545
"15096","sem_mayores",2,"mayores",-1.11022302462516e-14
"15096","sem_uma",2,"uma",-5.55906506632976
"15096","sem_pyme",3,"pyme",9.14742451154529
"15096","moda",2,NA,NA
"15097","sem_total",2,"total",-1.2987012987013
"15097","sem_mujeres",2,"mujeres",-7.69230769230769
"15097","sem_jovenes",1,"jovenes",-28.5714285714286
"15097","sem_mayores",1,"mayores",-20
"15097","sem_uma",2,"uma",-9.7222222222222
"15097","sem_pyme",2,"pyme",-1.2987012987013
"15097","moda",2,NA,NA
"15098","sem_total",1,"total",-14.2857142857143
"15098","sem_mujeres",3,"mujeres",16.6666666666667
"15098","sem_jovenes",2,"jovenes",0
"15098","sem_mayores",1,"mayores",-28.5714285714286
"15098","sem_uma",1,"uma",-16.6666666666667
"15098","sem_pyme",1,"pyme",-14.2857142857143
"15098","moda",1,NA,NA
"15099","sem_total",3,"total",7.1046958477833
"15099","sem_mujeres",3,"mujeres",14.0446200707994
"15099","sem_jovenes",3,"jovenes",4.52393477117305
"15099","sem_mayores",3,"mayores",5.50018456995203
"15099","sem_uma",3,"uma",16.1831225330606
"15099","sem_pyme",2,"pyme",-2.35418130709767
"15099","moda",3,NA,NA
"15100","sem_total",2,"total",-1.36861313868613
"15100","sem_mujeres",2,"mujeres",-4.49897750511247
"15100","sem_jovenes",1,"jovenes",-17.1532846715328
"15100","sem_mayores",3,"mayores",11.6161616161616
"15100","sem_uma",2,"uma",-1.47392290249431
"15100","sem_pyme",3,"pyme",0.383509108341329
"15100","moda",2,NA,NA
"15101","sem_total",2,"total",-9.4792478987956
"15101","sem_mujeres",1,"mujeres",-13.8543046357616
"15101","sem_jovenes",1,"jovenes",-28.9630512514899
"15101","sem_mayores",2,"mayores",-7.32394366197183
"15101","sem_uma",2,"uma",-9.47814173620625
"15101","sem_pyme",3,"pyme",10.0227790432802
"15101","moda",2,NA,NA
"15102","sem_total",2,"total",-6.57174151150057
"15102","sem_mujeres",2,"mujeres",-6.21572212065814
"15102","sem_jovenes",1,"jovenes",-17.9878048780488
"15102","sem_mayores",3,"mayores",14.8148148148148
"15102","sem_uma",2,"uma",-5.7110862262038
"15102","sem_pyme",3,"pyme",6.84931506849311
"15102","moda",2,NA,NA
"15103","sem_total",3,"total",14.9797570850202
"15103","sem_mujeres",3,"mujeres",23.1147540983607
"15103","sem_jovenes",3,"jovenes",23.3333333333334
"15103","sem_mayores",3,"mayores",27.7153558052434
"15103","sem_uma",3,"uma",14.4398340248962
"15103","sem_pyme",3,"pyme",18.9973614775726
"15103","moda",3,NA,NA
"15104","sem_total",2,"total",-2.67415429870306
"15104","sem_mujeres",2,"mujeres",-1.28119180633146
"15104","sem_jovenes",2,"jovenes",-5.04029623175781
"15104","sem_mayores",2,"mayores",-2.6964632006649
"15104","sem_uma",2,"uma",-1.67641778707684
"15104","sem_pyme",2,"pyme",-3.38135034088408
"15104","moda",2,NA,NA
"15105","sem_total",1,"total",-19.2307692307692
"15105","sem_mujeres",2,"mujeres",0
"15105","sem_jovenes",1,"jovenes",-60
"15105","sem_mayores",3,"mayores",16.6666666666667
