"cve_mun","categoria","valor","cve","original"
"1001","sem_total",2,"total",-4.03169124222161
"1001","sem_mujeres",2,"mujeres",-3.39532262609182
"1001","sem_jovenes",1,"jovenes",-10.075729589952
"1001","sem_mayores",2,"mayores",-2.98991670320038
"1001","sem_uma",2,"uma",-3.97221135610762
"1001","sem_pyme",2,"pyme",-0.618419063932685
"1001","moda",2,NA,NA
"1002","sem_total",3,"total",0.713648528099919
"1002","sem_mujeres",3,"mujeres",6.7924528301887
"1002","sem_jovenes",3,"jovenes",9.37499999999998
"1002","sem_mayores",3,"mayores",7.65306122448979
"1002","sem_uma",3,"uma",5.26315789473681
"1002","sem_pyme",3,"pyme",8.74200426439231
"1002","moda",3,NA,NA
"1003","sem_total",2,"total",-2.7740319784242
"1003","sem_mujeres",3,"mujeres",2.84780578898223
"1003","sem_jovenes",2,"jovenes",-5.74614065180103
"1003","sem_mayores",3,"mayores",3.90804597701151
"1003","sem_uma",2,"uma",-2.95956648603588
"1003","sem_pyme",2,"pyme",-5.72082379862699
"1003","moda",2,NA,NA
"1004","sem_total",2,"total",-2.11180124223602
"1004","sem_mujeres",3,"mujeres",3.93603936039362
"1004","sem_jovenes",1,"jovenes",-13.2258064516129
"1004","sem_mayores",3,"mayores",4.7945205479452
"1004","sem_uma",2,"uma",-1.95567144719689
"1004","sem_pyme",1,"pyme",-14.5454545454546
"1004","moda",1,NA,NA
"1004","sem_total",2,"total",-2.11180124223602
"1004","sem_mujeres",3,"mujeres",3.93603936039362
"1004","sem_jovenes",1,"jovenes",-13.2258064516129
"1004","sem_mayores",3,"mayores",4.7945205479452
"1004","sem_uma",2,"uma",-1.95567144719689
"1004","sem_pyme",1,"pyme",-14.5454545454546
"1004","moda",2,NA,NA
"1004","sem_total",2,"total",-2.11180124223602
"1004","sem_mujeres",3,"mujeres",3.93603936039362
"1004","sem_jovenes",1,"jovenes",-13.2258064516129
"1004","sem_mayores",3,"mayores",4.7945205479452
"1004","sem_uma",2,"uma",-1.95567144719689
"1004","sem_pyme",1,"pyme",-14.5454545454546
"1004","moda",3,NA,NA
"1006","sem_total",3,"total",2.48249522597073
"1006","sem_mujeres",3,"mujeres",4.65380249716232
"1006","sem_jovenes",3,"jovenes",4.60048426150121
"1006","sem_mayores",3,"mayores",2.66666666666668
"1006","sem_uma",3,"uma",4.38860971524286
"1006","sem_pyme",3,"pyme",7.49370277078087
"1006","moda",3,NA,NA
"1007","sem_total",3,"total",4.60396039603961
"1007","sem_mujeres",3,"mujeres",7.98004987531167
"1007","sem_jovenes",3,"jovenes",8.29787234042552
"1007","sem_mayores",3,"mayores",7.00218818380742
"1007","sem_uma",3,"uma",3.85747938751473
"1007","sem_pyme",3,"pyme",1.45208131655372
"1007","moda",3,NA,NA
"1008","sem_total",2,"total",-3.14685314685315
"1008","sem_mujeres",2,"mujeres",-2.85714285714288
"1008","sem_jovenes",1,"jovenes",-34.6153846153846
"1008","sem_mayores",3,"mayores",9.99999999999996
"1008","sem_uma",2,"uma",-3.32103321033211
"1008","sem_pyme",1,"pyme",-16.6666666666667
"1008","moda",2,NA,NA
"1009","sem_total",2,"total",-4.90143846563668
"1009","sem_mujeres",2,"mujeres",-6.30372492836676
"1009","sem_jovenes",1,"jovenes",-11.340206185567
"1009","sem_mayores",3,"mayores",2.6086956521739
"1009","sem_uma",2,"uma",-4.37275985663083
"1009","sem_pyme",3,"pyme",2.22044604925031e-14
"1009","moda",2,NA,NA
"1010","sem_total",1,"total",-39.1205802357208
"1010","sem_mujeres",1,"mujeres",-18.5446009389671
"1010","sem_jovenes",1,"jovenes",-52.2105263157895
"1010","sem_mayores",2,"mayores",-5.88235294117645
"1010","sem_uma",1,"uma",-23.0169050715215
"1010","sem_pyme",1,"pyme",-24.2902208201893
"1010","moda",1,NA,NA
"1011","sem_total",2,"total",-3.37128427767688
"1011","sem_mujeres",2,"mujeres",-3.13312839914873
"1011","sem_jovenes",1,"jovenes",-12.6643464810518
"1011","sem_mayores",3,"mayores",8.45771144278604
"1011","sem_uma",1,"uma",-10.6550510973362
"1011","sem_pyme",2,"pyme",-8.87239307175682
"1011","moda",2,NA,NA
"2001","sem_total",3,"total",0.0787073475623901
"2001","sem_mujeres",2,"mujeres",-0.323828161401563
"2001","sem_jovenes",3,"jovenes",0.145213152162649
"2001","sem_mayores",3,"mayores",1.20165606381903
"2001","sem_uma",2,"uma",-0.584423286356606
"2001","sem_pyme",2,"pyme",-3.42639593908629
"2001","moda",2,NA,NA
"2001","sem_total",3,"total",0.0787073475623901
"2001","sem_mujeres",2,"mujeres",-0.323828161401563
"2001","sem_jovenes",3,"jovenes",0.145213152162649
"2001","sem_mayores",3,"mayores",1.20165606381903
"2001","sem_uma",2,"uma",-0.584423286356606
"2001","sem_pyme",2,"pyme",-3.42639593908629
"2001","moda",3,NA,NA
"2002","sem_total",2,"total",-0.883344112741213
"2002","sem_mujeres",2,"mujeres",-0.566245477900695
"2002","sem_jovenes",2,"jovenes",0
"2002","sem_mayores",2,"mayores",-3.04839874789312
"2002","sem_uma",2,"uma",-1.30934995150556
"2002","sem_pyme",2,"pyme",-1.64504606128973
"2002","moda",2,NA,NA
"2003","sem_total",2,"total",-2.04461687681861
"2003","sem_mujeres",2,"mujeres",-1.06995884773662
"2003","sem_jovenes",2,"jovenes",-1.14649681528659
"2003","sem_mayores",2,"mayores",-2.21176470588231
"2003","sem_uma",2,"uma",-2.92477746258437
"2003","sem_pyme",3,"pyme",0.551228280407434
"2003","moda",2,NA,NA
"2004","sem_total",3,"total",2.19691458098221
"2004","sem_mujeres",3,"mujeres",3.23493172494314
"2004","sem_jovenes",3,"jovenes",2.80780269494578
"2004","sem_mayores",3,"mayores",0.323572237502012
"2004","sem_uma",3,"uma",2.54915828340432
"2004","sem_pyme",2,"pyme",-0.918441990047936
"2004","moda",3,NA,NA
"2005","sem_total",3,"total",1.81305980930366
"2005","sem_mujeres",3,"mujeres",2.61065006915631
"2005","sem_jovenes",3,"jovenes",2.51501501501501
"2005","sem_mayores",3,"mayores",0.983899821109113
"2005","sem_uma",3,"uma",2.08562950402713
"2005","sem_pyme",3,"pyme",3.84543934608947
"2005","moda",3,NA,NA
"3001","sem_total",3,"total",26.0417738450458
"3001","sem_mujeres",3,"mujeres",17.6158940397351
"3001","sem_jovenes",3,"jovenes",79.2517006802721
"3001","sem_mayores",3,"mayores",4.00712377560108
"3001","sem_uma",3,"uma",28.622191655204
"3001","sem_pyme",3,"pyme",0.335195530726251
"3001","moda",3,NA,NA
"3002","sem_total",3,"total",11.8064516129033
"3002","sem_mujeres",3,"mujeres",17.3246165451345
"3002","sem_jovenes",3,"jovenes",28.109243697479
"3002","sem_mayores",3,"mayores",3.21856287425148
"3002","sem_uma",3,"uma",17.7130044843049
"3002","sem_pyme",3,"pyme",1.63846360461994
"3002","moda",3,NA,NA
"3008","sem_total",1,"total",-17.1051720898961
"3008","sem_mujeres",1,"mujeres",-19.4412363196392
"3008","sem_jovenes",1,"jovenes",-31.8811438784629
"3008","sem_mayores",2,"mayores",-7.00310842932893
"3008","sem_uma",1,"uma",-17.1458498880301
"3008","sem_pyme",2,"pyme",-4.36171558704455
"3008","moda",1,NA,NA
"4001","sem_total",2,"total",-9.70245795601552
"4001","sem_mujeres",1,"mujeres",-11.2291350531108
"4001","sem_jovenes",1,"jovenes",-30.5203938115331
"4001","sem_mayores",3,"mayores",9.52380952380951
"4001","sem_uma",1,"uma",-10.0509337860781
"4001","sem_pyme",1,"pyme",-10.873786407767
"4001","moda",1,NA,NA
"4002","sem_total",2,"total",-1.50120713754108
"4002","sem_mujeres",2,"mujeres",-0.367524223187443
"4002","sem_jovenes",2,"jovenes",-8.99902818270164
"4002","sem_mayores",2,"mayores",-1.3963880096816
"4002","sem_uma",3,"uma",0.745484564967258
"4002","sem_pyme",2,"pyme",-6.52380049307797
"4002","moda",2,NA,NA
"4003","sem_total",1,"total",-11.4260657124064
"4003","sem_mujeres",1,"mujeres",-10.6181523062356
"4003","sem_jovenes",1,"jovenes",-18.5044744425906
"4003","sem_mayores",1,"mayores",-10.3355704697987
"4003","sem_uma",1,"uma",-11.1763883060568
"4003","sem_pyme",3,"pyme",2.76251411366197
"4003","moda",1,NA,NA
"4004","sem_total",1,"total",-22.0875684128225
"4004","sem_mujeres",1,"mujeres",-14.2422398052343
"4004","sem_jovenes",1,"jovenes",-27.6073619631902
"4004","sem_mayores",1,"mayores",-25.4473161033797
"4004","sem_uma",1,"uma",-16.3961038961039
"4004","sem_pyme",2,"pyme",-1.25111706881145
"4004","moda",1,NA,NA
"4005","sem_total",1,"total",-14.7874306839187
"4005","sem_mujeres",1,"mujeres",-17.6352705410822
"4005","sem_jovenes",1,"jovenes",-22.8723404255319
"4005","sem_mayores",3,"mayores",11.1111111111111
"4005","sem_uma",1,"uma",-14.4465290806754
"4005","sem_pyme",3,"pyme",5.20833333333335
"4005","moda",1,NA,NA
"4006","sem_total",3,"total",2.17194570135744
"4006","sem_mujeres",3,"mujeres",7.3469387755102
"4006","sem_jovenes",2,"jovenes",-7.28744939271254
"4006","sem_mayores",2,"mayores",0
"4006","sem_uma",2,"uma",-0.096525096525113
"4006","sem_pyme",3,"pyme",16.0377358490566
"4006","moda",2,NA,NA
"4006","sem_total",3,"total",2.17194570135744
"4006","sem_mujeres",3,"mujeres",7.3469387755102
"4006","sem_jovenes",2,"jovenes",-7.28744939271254
"4006","sem_mayores",2,"mayores",0
"4006","sem_uma",2,"uma",-0.096525096525113
"4006","sem_pyme",3,"pyme",16.0377358490566
"4006","moda",3,NA,NA
"4007","sem_total",3,"total",14.5263157894737
"4007","sem_mujeres",3,"mujeres",12.6050420168067
"4007","sem_jovenes",3,"jovenes",22.4489795918367
"4007","sem_mayores",3,"mayores",5.97014925373136
"4007","sem_uma",3,"uma",13.8392857142857
"4007","sem_pyme",3,"pyme",9.44881889763776
"4007","moda",3,NA,NA
"4008","sem_total",2,"total",-1.45547945205479
"4008","sem_mujeres",1,"mujeres",-18.580375782881
"4008","sem_jovenes",1,"jovenes",-16.4251207729468
"4008","sem_mayores",3,"mayores",2.38095238095239
"4008","sem_uma",2,"uma",-3.18584070796457
"4008","sem_pyme",3,"pyme",152.173913043478
"4008","moda",1,NA,NA
"4008","sem_total",2,"total",-1.45547945205479
"4008","sem_mujeres",1,"mujeres",-18.580375782881
"4008","sem_jovenes",1,"jovenes",-16.4251207729468
"4008","sem_mayores",3,"mayores",2.38095238095239
"4008","sem_uma",2,"uma",-3.18584070796457
"4008","sem_pyme",3,"pyme",152.173913043478
"4008","moda",2,NA,NA
"4008","sem_total",2,"total",-1.45547945205479
"4008","sem_mujeres",1,"mujeres",-18.580375782881
"4008","sem_jovenes",1,"jovenes",-16.4251207729468
"4008","sem_mayores",3,"mayores",2.38095238095239
"4008","sem_uma",2,"uma",-3.18584070796457
"4008","sem_pyme",3,"pyme",152.173913043478
"4008","moda",3,NA,NA
"4009","sem_total",3,"total",2.59593679458237
"4009","sem_mujeres",2,"mujeres",-4.58265139116204
"4009","sem_jovenes",2,"jovenes",-3.30188679245284
"4009","sem_mayores",2,"mayores",-3.81355932203391
"4009","sem_uma",3,"uma",4.86696950032446
"4009","sem_pyme",2,"pyme",-2.4193548387097
"4009","moda",2,NA,NA
"4010","sem_total",2,"total",-2.05128205128207
"4010","sem_mujeres",2,"mujeres",-5.8823529411765
"4010","sem_jovenes",3,"jovenes",4.44089209850063e-14
"4010","sem_mayores",2,"mayores",-5.26315789473685
"4010","sem_uma",2,"uma",-3.76344086021505
"4010","sem_pyme",2,"pyme",-4.03225806451614
"4010","moda",2,NA,NA
"4011","sem_total",3,"total",12.9032258064516
"4011","sem_mujeres",3,"mujeres",17.3611111111111
"4011","sem_jovenes",3,"jovenes",16.6666666666667
"4011","sem_mayores",3,"mayores",27.8481012658228
"4011","sem_uma",3,"uma",14.7619047619048
"4011","sem_pyme",2,"pyme",-7.61904761904761
"4011","moda",3,NA,NA
"5002","sem_total",2,"total",-3.35708386948089
"5002","sem_mujeres",2,"mujeres",-2.52652356279298
"5002","sem_jovenes",2,"jovenes",-1.38915873324268
"5002","sem_mayores",2,"mayores",-2.11023622047243
"5002","sem_uma",2,"uma",-3.14165990215222
"5002","sem_pyme",2,"pyme",-3.38291430827956
"5002","moda",2,NA,NA
"5005","sem_total",3,"total",9.6774193548387
"5005","sem_mujeres",3,"mujeres",16.6666666666667
"5005","sem_jovenes",3,"jovenes",14.2857142857143
"5005","sem_mayores",2,"mayores",0
"5005","sem_uma",3,"uma",9.99999999999999
"5005","sem_pyme",3,"pyme",9.6774193548387
"5005","moda",3,NA,NA
"5006","sem_total",2,"total",-8.26846566338003
"5006","sem_mujeres",2,"mujeres",-2.21948212083849
"5006","sem_jovenes",1,"jovenes",-10.0215517241379
"5006","sem_mayores",1,"mayores",-11.7777777777778
"5006","sem_uma",2,"uma",-9.0948368978181
"5006","sem_pyme",3,"pyme",2.00316288877176
"5006","moda",2,NA,NA
"5007","sem_total",2,"total",-4.16305290546403
"5007","sem_mujeres",3,"mujeres",5.07936507936506
"5007","sem_jovenes",2,"jovenes",-3.79746835443039
"5007","sem_mayores",3,"mayores",5.51724137931033
"5007","sem_uma",2,"uma",-1.46137787056368
"5007","sem_pyme",3,"pyme",2.13299874529485
"5007","moda",2,NA,NA
"5007","sem_total",2,"total",-4.16305290546403
"5007","sem_mujeres",3,"mujeres",5.07936507936506
"5007","sem_jovenes",2,"jovenes",-3.79746835443039
"5007","sem_mayores",3,"mayores",5.51724137931033
"5007","sem_uma",2,"uma",-1.46137787056368
"5007","sem_pyme",3,"pyme",2.13299874529485
"5007","moda",3,NA,NA
"5008","sem_total",3,"total",4.25531914893618
"5008","sem_mujeres",3,"mujeres",40.9090909090909
"5008","sem_jovenes",1,"jovenes",-12.5
"5008","sem_mayores",2,"mayores",0
"5008","sem_uma",3,"uma",5.55555555555558
"5008","sem_pyme",3,"pyme",18.75
"5008","moda",3,NA,NA
"5010","sem_total",1,"total",-10.8601055457828
"5010","sem_mujeres",2,"mujeres",-4.12152113872957
"5010","sem_jovenes",1,"jovenes",-18.9895045154992
"5010","sem_mayores",2,"mayores",-9.70873786407769
"5010","sem_uma",1,"uma",-11.5205906689581
"5010","sem_pyme",2,"pyme",-0.660221645838266
"5010","moda",1,NA,NA
"5010","sem_total",1,"total",-10.8601055457828
"5010","sem_mujeres",2,"mujeres",-4.12152113872957
"5010","sem_jovenes",1,"jovenes",-18.9895045154992
"5010","sem_mayores",2,"mayores",-9.70873786407769
"5010","sem_uma",1,"uma",-11.5205906689581
"5010","sem_pyme",2,"pyme",-0.660221645838266
"5010","moda",2,NA,NA
"5011","sem_total",3,"total",19.2572214580467
"5011","sem_mujeres",3,"mujeres",37.5
"5011","sem_jovenes",2,"jovenes",-1.49253731343284
"5011","sem_mayores",3,"mayores",53.0201342281879
"5011","sem_uma",3,"uma",28.1618887015177
"5011","sem_pyme",1,"pyme",-17.7474402730375
"5011","moda",3,NA,NA
"5016","sem_total",1,"total",-20.6896551724138
"5016","sem_mujeres",1,"mujeres",-16.6666666666667
"5016","sem_jovenes",1,"jovenes",-25
"5016","sem_mayores",1,"mayores",-12.5
"5016","sem_uma",1,"uma",-20.6896551724138
"5016","sem_pyme",1,"pyme",-20.6896551724138
"5016","moda",1,NA,NA
"5018","sem_total",2,"total",-5.94540109197815
"5018","sem_mujeres",2,"mujeres",-3.75288105020544
"5018","sem_jovenes",1,"jovenes",-10.2135448444173
"5018","sem_mayores",2,"mayores",-4.87133840427255
"5018","sem_uma",2,"uma",-4.09154286263762
"5018","sem_pyme",2,"pyme",-4.50224589992686
"5018","moda",2,NA,NA
"5020","sem_total",2,"total",-9.60488976206069
"5020","sem_mujeres",2,"mujeres",-2.40150093808631
"5020","sem_jovenes",2,"jovenes",-5.98232494901426
"5020","sem_mayores",1,"mayores",-13.9336492890995
"5020","sem_uma",2,"uma",-7.01885849881355
"5020","sem_pyme",1,"pyme",-11.7877231596967
"5020","moda",2,NA,NA
"5021","sem_total",3,"total",2.4793388429752
"5021","sem_mujeres",3,"mujeres",4.16666666666667
"5021","sem_jovenes",1,"jovenes",-25
"5021","sem_mayores",3,"mayores",3.57142857142858
"5021","sem_uma",3,"uma",3.53982300884956
"5021","sem_pyme",3,"pyme",2.4793388429752
"5021","moda",3,NA,NA
"5022","sem_total",2,"total",-6.57906743315998
"5022","sem_mujeres",3,"mujeres",0.412249705535928
"5022","sem_jovenes",2,"jovenes",-8.59465737514518
"5022","sem_mayores",1,"mayores",-16.0493827160494
"5022","sem_uma",1,"uma",-25
"5022","sem_pyme",1,"pyme",-17.5853018372703
"5022","moda",1,NA,NA
"5024","sem_total",2,"total",-8.1037982023775
"5024","sem_mujeres",2,"mujeres",-3.0621172353456
"5024","sem_jovenes",1,"jovenes",-11.5348837209302
"5024","sem_mayores",2,"mayores",-4.10094637223974
"5024","sem_uma",2,"uma",-7.03026481715003
"5024","sem_pyme",1,"pyme",-11.297440423654
"5024","moda",2,NA,NA
"5025","sem_total",2,"total",-1.42112344433233
"5025","sem_mujeres",2,"mujeres",-0.868736688712013
"5025","sem_jovenes",2,"jovenes",-0.939434129089312
"5025","sem_mayores",2,"mayores",-5.0905274206245
"5025","sem_uma",3,"uma",0.195010763581127
"5025","sem_pyme",2,"pyme",-6.49179366940211
"5025","moda",2,NA,NA
"5027","sem_total",2,"total",-7.89728624224085
"5027","sem_mujeres",2,"mujeres",-8.49396889423265
"5027","sem_jovenes",1,"jovenes",-14.8794416243655
"5027","sem_mayores",2,"mayores",-2.37737737737738
"5027","sem_uma",1,"uma",-11.4032523296181
"5027","sem_pyme",3,"pyme",1.4532492459556
"5027","moda",2,NA,NA
"5028","sem_total",1,"total",-11.292633992548
"5028","sem_mujeres",2,"mujeres",-7.83756114207713
"5028","sem_jovenes",1,"jovenes",-19.7884256378345
"5028","sem_mayores",2,"mayores",-5.54140127388535
"5028","sem_uma",2,"uma",-9.67901723796315
"5028","sem_pyme",2,"pyme",-5.75741618395647
"5028","moda",2,NA,NA
"5029","sem_total",3,"total",28.3185840707964
"5029","sem_mujeres",3,"mujeres",29.8507462686568
"5029","sem_jovenes",1,"jovenes",-35.7142857142857
"5029","sem_mayores",3,"mayores",106.896551724138
"5029","sem_uma",3,"uma",36.3636363636363
"5029","sem_pyme",3,"pyme",1.69491525423728
"5029","moda",3,NA,NA
"5030","sem_total",2,"total",-1.75800041305453
"5030","sem_mujeres",2,"mujeres",-1.36249753680714
"5030","sem_jovenes",2,"jovenes",-3.83044518349961
"5030","sem_mayores",2,"mayores",-4.2821606254442
"5030","sem_uma",2,"uma",-3.5303496960942
"5030","sem_pyme",2,"pyme",-2.24837074583636
"5030","moda",2,NA,NA
"5031","sem_total",2,"total",-8.31837223219628
"5031","sem_mujeres",3,"mujeres",5.36332179930794
"5031","sem_jovenes",3,"jovenes",3.26086956521736
"5031","sem_mayores",2,"mayores",-1.11022302462516e-14
"5031","sem_uma",2,"uma",-7.92525773195875
"5031","sem_pyme",3,"pyme",1.39335476956055
"5031","moda",2,NA,NA
"5031","sem_total",2,"total",-8.31837223219628
"5031","sem_mujeres",3,"mujeres",5.36332179930794
"5031","sem_jovenes",3,"jovenes",3.26086956521736
"5031","sem_mayores",2,"mayores",-1.11022302462516e-14
"5031","sem_uma",2,"uma",-7.92525773195875
"5031","sem_pyme",3,"pyme",1.39335476956055
"5031","moda",3,NA,NA
"5032","sem_total",2,"total",-6.17283950617282
"5032","sem_mujeres",2,"mujeres",-9.91189427312776
"5032","sem_jovenes",1,"jovenes",-13.7199434229137
"5032","sem_mayores",3,"mayores",1.01010101010104
"5032","sem_uma",2,"uma",-4.23659435120751
"5032","sem_pyme",3,"pyme",7.00587084148727
"5032","moda",2,NA,NA
"5033","sem_total",3,"total",1.13719353155972
"5033","sem_mujeres",3,"mujeres",3.14612584503378
"5033","sem_jovenes",3,"jovenes",1.42463235294119
"5033","sem_mayores",3,"mayores",5.3921568627451
"5033","sem_uma",3,"uma",1.00298762270594
"5033","sem_pyme",2,"pyme",-0.66068900424725
"5033","moda",3,NA,NA
"5034","sem_total",1,"total",-10.5342362678706
"5034","sem_mujeres",1,"mujeres",-14.40329218107
"5034","sem_jovenes",1,"jovenes",-28.0973451327433
"5034","sem_mayores",2,"mayores",-5.3941908713693
"5034","sem_uma",2,"uma",-6.79304897314376
"5034","sem_pyme",2,"pyme",-4.26229508196722
"5034","moda",1,NA,NA
"5034","sem_total",1,"total",-10.5342362678706
"5034","sem_mujeres",1,"mujeres",-14.40329218107
"5034","sem_jovenes",1,"jovenes",-28.0973451327433
"5034","sem_mayores",2,"mayores",-5.3941908713693
"5034","sem_uma",2,"uma",-6.79304897314376
"5034","sem_pyme",2,"pyme",-4.26229508196722
"5034","moda",2,NA,NA
"5035","sem_total",2,"total",-1.91864661505453
"5035","sem_mujeres",2,"mujeres",-1.22502115472239
"5035","sem_jovenes",2,"jovenes",-5.59434021068378
"5035","sem_mayores",2,"mayores",-0.123391503613601
"5035","sem_uma",2,"uma",-1.65413977068409
"5035","sem_pyme",3,"pyme",0.922386571381062
"5035","moda",2,NA,NA
"5036","sem_total",2,"total",-6.95945945945945
"5036","sem_mujeres",3,"mujeres",0.773195876288635
"5036","sem_jovenes",2,"jovenes",-7.59162303664923
"5036","sem_mayores",1,"mayores",-13.1034482758621
"5036","sem_uma",2,"uma",-5.82386363636366
"5036","sem_pyme",1,"pyme",-33.5051546391753
"5036","moda",2,NA,NA
"5037","sem_total",2,"total",-7.51445086705202
"5037","sem_mujeres",3,"mujeres",12.5
"5037","sem_jovenes",1,"jovenes",-19.1176470588235
"5037","sem_mayores",2,"mayores",-9.67741935483871
"5037","sem_uma",3,"uma",14.9105367793241
"5037","sem_pyme",2,"pyme",-4.27807486631013
"5037","moda",2,NA,NA
"6001","sem_total",3,"total",9.76154992548432
"6001","sem_mujeres",3,"mujeres",6.87022900763359
"6001","sem_jovenes",3,"jovenes",16.5680473372781
"6001","sem_mayores",3,"mayores",6.3492063492063
"6001","sem_uma",3,"uma",9.24499229583979
"6001","sem_pyme",3,"pyme",4.84848484848484
"6001","moda",3,NA,NA
"6002","sem_total",2,"total",-1.87121014843198
"6002","sem_mujeres",2,"mujeres",-2.32080767458424
"6002","sem_jovenes",2,"jovenes",-6.36420919974797
"6002","sem_mayores",3,"mayores",0.471609130352735
"6002","sem_uma",2,"uma",-2.72454881192945
"6002","sem_pyme",3,"pyme",0.481498927094792
"6002","moda",2,NA,NA
"6003","sem_total",2,"total",-6.0927152317881
"6003","sem_mujeres",2,"mujeres",-6.39032815198618
"6003","sem_jovenes",1,"jovenes",-25.1461988304094
"6003","sem_mayores",3,"mayores",4.59183673469388
"6003","sem_uma",2,"uma",-7.27650727650728
"6003","sem_pyme",3,"pyme",10.0954979536153
"6003","moda",2,NA,NA
"6004","sem_total",2,"total",-7.03125
"6004","sem_mujeres",3,"mujeres",2.97872340425531
"6004","sem_jovenes",1,"jovenes",-21.4285714285714
"6004","sem_mayores",2,"mayores",-2.32558139534884
"6004","sem_uma",2,"uma",-3.81355932203391
"6004","sem_pyme",1,"pyme",-11.2621359223301
"6004","moda",2,NA,NA
"6006","sem_total",3,"total",3.79746835443038
"6006","sem_mujeres",3,"mujeres",7.2916666666667
"6006","sem_jovenes",1,"jovenes",-28.5714285714286
"6006","sem_mayores",3,"mayores",6.06060606060608
"6006","sem_uma",3,"uma",4.14012738853504
"6006","sem_pyme",2,"pyme",-4.76190476190478
"6006","moda",3,NA,NA
"6007","sem_total",2,"total",-1.74693992402569
"6007","sem_mujeres",2,"mujeres",-3.15324498810736
"6007","sem_jovenes",2,"jovenes",-8.41844630145463
"6007","sem_mayores",3,"mayores",0.405844155844126
"6007","sem_uma",2,"uma",-1.40519496319728
"6007","sem_pyme",2,"pyme",-1.05525809637677
"6007","moda",2,NA,NA
"6009","sem_total",3,"total",2.20235138267926
"6009","sem_mujeres",3,"mujeres",2.71065675340771
"6009","sem_jovenes",3,"jovenes",2.3015343562375
"6009","sem_mayores",3,"mayores",4.75657526580864
"6009","sem_uma",3,"uma",2.61051594631201
"6009","sem_pyme",3,"pyme",0.301977955609267
"6009","moda",3,NA,NA
"6010","sem_total",2,"total",-9.48945109142387
"6010","sem_mujeres",2,"mujeres",-7.70925110132157
"6010","sem_jovenes",1,"jovenes",-14.974293059126
"6010","sem_mayores",2,"mayores",-6.90316395014384
"6010","sem_uma",2,"uma",-9.42796610169494
"6010","sem_pyme",2,"pyme",-1.93244065733416
"6010","moda",2,NA,NA
"7001","sem_total",3,"total",7.69230769230769
"7001","sem_mujeres",2,"mujeres",0
"7001","sem_jovenes",3,"jovenes",50
"7001","sem_mayores",1,"mayores",-14.2857142857143
"7001","sem_uma",3,"uma",7.69230769230769
"7001","sem_pyme",3,"pyme",7.69230769230769
"7001","moda",3,NA,NA
"7002","sem_total",3,"total",2.27272727272727
"7002","sem_mujeres",3,"mujeres",1.63934426229511
"7002","sem_jovenes",2,"jovenes",-8.51063829787232
"7002","sem_mayores",3,"mayores",3.84615384615388
"7002","sem_uma",3,"uma",2.73224043715845
"7002","sem_pyme",3,"pyme",4.84848484848484
"7002","moda",3,NA,NA
"7003","sem_total",3,"total",1.82291666666667
"7003","sem_mujeres",2,"mujeres",-2.88461538461539
"7003","sem_jovenes",2,"jovenes",-2.97029702970292
"7003","sem_mayores",2,"mayores",-5.49450549450551
"7003","sem_uma",2,"uma",-1.00286532951289
"7003","sem_pyme",1,"pyme",-19.5804195804196
"7003","moda",2,NA,NA
"7004","sem_total",1,"total",-18.2352941176471
"7004","sem_mujeres",2,"mujeres",-9.89010989010989
"7004","sem_jovenes",1,"jovenes",-32
"7004","sem_mayores",2,"mayores",-6.25
"7004","sem_uma",1,"uma",-20
"7004","sem_pyme",1,"pyme",-48.9795918367347
"7004","moda",1,NA,NA
"7005","sem_total",1,"total",-14.8148148148148
"7005","sem_mujeres",NA,"mujeres",NA
"7005","sem_jovenes",1,"jovenes",-100
"7005","sem_mayores",1,"mayores",-25
"7005","sem_uma",1,"uma",-18.5185185185185
"7005","sem_pyme",1,"pyme",-14.8148148148148
"7005","moda",1,NA,NA
"7006","sem_total",3,"total",71.4285714285714
"7006","sem_mujeres",3,"mujeres",75
"7006","sem_jovenes",3,"jovenes",233.333333333333
"7006","sem_mayores",1,"mayores",-33.3333333333333
"7006","sem_uma",3,"uma",71.4285714285714
"7006","sem_pyme",3,"pyme",71.4285714285714
"7006","moda",3,NA,NA
"7007","sem_total",3,"total",18.4210526315789
"7007","sem_mujeres",3,"mujeres",7.69230769230769
"7007","sem_jovenes",1,"jovenes",-33.3333333333333
"7007","sem_mayores",2,"mayores",0
"7007","sem_uma",3,"uma",2.22044604925031e-14
"7007","sem_pyme",3,"pyme",18.4210526315789
"7007","moda",3,NA,NA
"7008","sem_total",3,"total",28.7878787878788
"7008","sem_mujeres",3,"mujeres",13.7931034482759
"7008","sem_jovenes",3,"jovenes",3.70370370370374
"7008","sem_mayores",3,"mayores",350
"7008","sem_uma",3,"uma",28.5714285714286
"7008","sem_pyme",3,"pyme",28.7878787878788
"7008","moda",3,NA,NA
"7009","sem_total",3,"total",10.1203501094091
"7009","sem_mujeres",3,"mujeres",19.047619047619
"7009","sem_jovenes",3,"jovenes",23.943661971831
"7009","sem_mayores",3,"mayores",3.34928229665072
"7009","sem_uma",3,"uma",15.020297699594
"7009","sem_pyme",3,"pyme",0.689655172413794
"7009","moda",3,NA,NA
"7010","sem_total",3,"total",100
"7010","sem_mujeres",NA,"mujeres",NA
"7010","sem_jovenes",NA,"jovenes",NA
"7010","sem_mayores",NA,"mayores",NA
"7010","sem_uma",2,"uma",0
"7010","sem_pyme",2,"pyme",0
"7010","moda",2,NA,NA
