cve_ent,cve_mun,mes,numero_de_transacciones_en_cajeros_automaticos,numero_de_transacciones_en_tpv
5,5025,2,-20.89508570506159,-3.6158884382658463
5,5025,3,-23.536607512182318,9.614988397059143
5,5025,4,-34.56754002764353,-1.7157713244702721
5,5025,5,-32.127795881717915,10.075581773623377
5,5025,6,-29.622473995903885,15.472033659372375
5,5025,7,-25.790716209808394,15.837743173783858
5,5025,8,-27.189792068120124,16.789021666052186
5,5027,2,-8.812174273455508,-0.9054651288131987
5,5027,3,-16.524969490120434,16.068412920843667
5,5027,4,-41.759006490864955,-1.046623241298239
5,5027,5,-34.230677715891,5.864477945969826
5,5027,6,-18.30874207190868,11.426107577880806
5,5027,7,-11.133739449466207,10.561706627245071
5,5027,8,-18.29134440473118,16.106910587885046
5,5028,2,-20.61663119624013,-8.97282860084454
5,5028,3,-20.81947769796931,-9.867351049702332
5,5028,4,-31.262747184534888,-23.408287202136712
5,5028,5,-25.7709275516538,-12.632984675987425
5,5028,6,-23.70588365700097,-11.791432280398107
5,5028,7,-18.97778664538441,-8.287202136707517
5,5028,8,-27.156491088055333,-7.139020277831687
5,5029,2,4.867256637168138,115.78947368421053
5,5029,3,2.212389380530966,247.3684210526316
5,5029,4,17.256637168141566,121.05263157894738
5,5029,5,18.58407079646014,150.0
5,5029,6,26.991150442477817,323.6842105263157
5,5029,7,44.690265486725586,271.05263157894734
5,5029,8,46.46017699115037,363.15789473684214
5,5030,2,-16.651569731891193,-2.1086922156229537
5,5030,3,-17.0668417546587,1.4350721205805828
5,5030,4,-28.809416842164737,-23.060358038113726
5,5030,5,-21.91386910137394,-10.942495491455528
5,5030,6,-24.388004589225165,-1.2721112247432553
5,5030,7,-19.936747792187216,0.4241983824084583
5,5030,8,-21.242435205444398,5.804206576829163
5,5031,2,-24.815716730288273,-4.02325026568634
5,5031,3,-24.644596551270237,8.688485479428287
5,5031,4,-27.224562327234437,-2.8477237729628846
5,5031,5,-19.766026062919572,3.60899646474504
5,5031,6,-27.644135843095963,3.2988483310560035
5,5031,7,-19.34809793339477,2.1710369358231674
5,5031,8,-25.102013952876145,5.773526796364958
5,5032,2,-25.599729498861045,-6.032633779491214
5,5032,3,-28.345671981776754,30.757744413976607
5,5032,4,-32.18696611617311,23.049982352781484
5,5032,5,-32.617632403189056,34.57225857247577
5,5032,6,-32.92283599088838,37.20033665463036
5,5032,7,-26.437927107061487,38.38405777427851
5,5032,8,-26.680844248291557,37.479977194363755
5,5033,2,-18.590770372118904,-2.5146031123118973
5,5033,3,-17.638975534910394,9.027515735136515
5,5033,4,-27.44187222849821,9.330898223476659
5,5033,5,-17.257077340707138,12.342082622673667
5,5033,6,-22.46876528014298,7.155902374232093
5,5033,7,-14.647018159132674,9.377688557499276
5,5033,8,-19.363840226609785,7.647955564276332
5,5034,2,-20.980423879631125,-3.0988274706867713
5,5034,3,-23.795502345898722,5.049054797798513
5,5034,4,-21.36223911988352,17.899018904044016
5,5034,5,-25.16744863290731,19.741564967695613
5,5034,6,-34.25982850671413,9.978463747307952
5,5034,7,-19.844685325999045,15.769322804498653
5,5034,8,-25.766057272286048,13.256759990428302
5,5035,2,-17.93189315150192,-3.112496720270186
5,5035,3,-18.198553259776872,-2.8956590953864714
5,5035,4,-31.373665392904027,-24.54280345562051
5,5035,5,-24.14580534488431,-17.00260523184266
5,5035,6,-25.144074544319885,-13.060966312205535
5,5035,7,-16.82793137052968,-11.301087589325698
5,5035,8,-19.532468650375236,-7.996710110755478
5,5036,2,-5.3755961844197175,-6.944444444444442
5,5036,3,-47.41653418124007,60.41666666666667
5,5036,4,1.8879173290937912,24.801587301587304
5,5036,5,7.44236883942766,31.845238095238095
5,5036,6,-0.15898251192368873,12.698412698412698
5,5036,7,-1.0234499205087455,-35.61507936507936
5,5036,8,-0.4471383147853669,-21.031746031746025
5,5038,2,-66.29111393785207,-2.1877110060769756
5,5038,3,-67.44502998364527,9.439567859554355
5,5038,4,-66.11393785208067,15.719108710330843
5,5038,5,-67.70852262402325,32.802160702228214
5,5038,6,-70.1208431764492,26.76569885212694
5,5038,7,-72.72396874432128,31.87035786630654
5,5038,8,-70.13447210612392,40.16205266711681
6,6001,2,-19.709762532981536,-7.657125995868985
6,6001,3,-23.82585751978892,-4.411330776040135
6,6001,4,-25.527704485488133,-24.048391856004724
6,6001,5,-30.237467018469665,-15.978164650339345
6,6001,6,-36.70184696569921,-16.93714960165241
6,6001,7,-37.124010554089715,-17.246975508999707
6,6001,8,-37.453825857519796,-18.722336972558285
6,6002,2,-18.03251090744753,-8.667326478944181
6,6002,3,-21.743147397343733,-16.416733310652287
6,6002,4,-39.42674023139621,-44.82341921202509
6,6002,5,-30.048640101328527,-37.09544155138362
6,6002,6,-30.82744287744177,-21.542502662077446
6,6002,7,-22.531770383449135,-17.201217707122897
6,6002,8,-27.161899188529993,-15.295788836506485
6,6003,2,-42.74797006846044,-10.13617857644251
6,6003,3,-48.49546250597039,-15.42889232065141
6,6003,4,-50.469670434644165,-36.43127895549628
6,6003,5,-41.522050628880756,-28.316720482942582
6,6003,6,-38.05126572201879,-14.867331180682298
6,6003,7,-40.4234994427639,-7.244138705601566
6,6003,8,-43.75099506448018,-11.919135195844444
6,6004,2,-29.855715871254162,-12.552891396332866
6,6004,3,-62.763596004439506,-3.1029619181946355
6,6004,4,-94.67258601553829,-13.963328631875882
6,6004,5,-92.56381798002221,-2.115655853314524
6,6004,6,-98.27968923418425,0.5641748942172065
6,6004,7,-95.67147613762485,4.090267983074747
6,6004,8,-93.00776914539401,1.833568406205921
6,6005,2,-13.010935033039006,-0.4871008479162886
6,6005,3,-9.85907256885562,-12.448132780082988
6,6005,4,-19.741535582714455,-39.62956281195502
6,6005,5,-11.379451494064662,-28.54651512418065
6,6005,6,-21.80574235424828,-26.399663238919956
6,6005,7,-13.192210981813924,-25.281135365927
6,6005,8,-20.13332553651832,-16.86210836490468
6,6006,2,-62.17541834968263,-77.77777777777779
6,6006,3,-54.702827466820544,-77.77777777777779
6,6006,4,-69.99422965954992,-100.0
6,6007,2,-23.19599131274345,-8.90599453657348
6,6007,3,-24.999281953616414,-11.975871558701368
6,6007,4,-35.32412613755117,-38.40815925854465
6,6007,5,-32.55997896676439,-30.18729330205573
6,6007,6,-34.84314552922228,-26.36424874500287
6,6007,7,-29.682932810742855,-20.09010930238071
6,6007,8,-30.322988310204867,-16.82830149719553
6,6008,2,-15.93142468200961,0.033145508783549715
6,6008,3,-9.15471987067682,9.081869406695397
6,6008,4,-22.652826817543716,-12.197547232350015
6,6008,5,-12.515420938443878,-2.6516407026847877
6,6008,6,-23.703577657718988,19.986741796486584
6,6008,7,-48.66635470285448,44.81272787537289
6,6008,8,-56.893691240906975,36.49320517069938
6,6009,2,-21.833916549266053,-7.547776039338395
6,6009,3,-16.15583875973018,-0.19697139025479649
6,6009,4,-30.741863650823532,-23.399083594099235
6,6009,5,-15.881867935675276,-14.51162270898524
6,6009,6,-20.80490290915464,-11.941215914170744
6,6009,7,-14.067947361245459,-11.452279839070167
6,6009,8,-19.56489278132324,-11.939818953956182
6,6010,2,-17.25284531364504,-6.266077253574065
6,6010,3,-16.824116494593532,1.5385888567822636
6,6010,4,-27.89728455130538,-15.795535264787631
6,6010,5,-20.17418354578674,-8.445342510154974
6,6010,6,-24.584108119425895,-4.381978303897172
6,6010,7,-20.994750564576027,-1.3779025261546396
6,6010,8,-20.0789658662067,-5.387474741901899
7,7001,2,-52.25847934415688,14.999999999999991
7,7001,3,-16.21925735412312,32.49999999999999
7,7001,4,-30.991801961099487,14.999999999999991
7,7001,5,-11.059315222632993,42.499999999999986
7,7001,6,-5.176016717569498,49.99999999999998
7,7001,7,-63.5106895997428,127.49999999999994
7,7001,8,-13.84021861437066,34.999999999999964
7,7002,2,-23.326169614812365,-10.465116279069765
7,7002,3,-24.185815837328484,61.62790697674421
7,7002,4,9.0924119689205,250.0
7,7002,5,-2.2648371631674435,54.65116279069768
7,7002,6,-4.678459249462696,108.72093023255816
7,7002,7,-7.340056207637602,66.27906976744187
7,7002,8,-7.125144652008563,-6.395348837209303
7,7003,2,5.035822540644808,1.0752688172043001
7,7003,3,9.36897216864152,0.7392473118279508
7,7003,4,-2.7762468999724343,-9.946236559139798
7,7003,5,6.923394874621125,-3.4274193548387233
7,7003,6,-8.466519702397335,-8.333333333333348
7,7003,7,15.941030586938588,3.4946236559139754
7,7003,8,-0.13777900247998742,-3.9650537634408622
7,7004,2,-53.007217321571765,24.008810572687224
7,7004,3,-69.68724939855653,56.49779735682821
7,7004,4,-82.15717722534082,37.11453744493394
7,7004,5,-53.95616145415663,36.233480176211465
7,7004,6,-48.43624699278267,47.68722466960351
7,7004,7,-61.03982892274793,31.497797356828183
7,7004,8,-66.61320502539428,29.405286343612325
7,7005,2,-1.1678435632808237,35.29411764705883
7,7005,3,-5.7577403585008184,185.29411764705884
7,7005,4,-39.896795219989144,235.29411764705884
7,7005,5,-53.503530689842485,544.1176470588235
7,7005,6,-55.07876154263989,464.7058823529411
7,7005,7,-40.43997827267791,320.58823529411757
7,7005,8,-36.39326453014667,138.23529411764702
7,7006,2,73.05194805194806,-24.13793103448276
7,7006,3,89.93506493506496,10.344827586206895
7,7006,4,8.766233766233778,-44.827586206896555
7,7006,5,20.45454545454546,0.0
7,7006,7,-87.98701298701299,110.34482758620689
7,7006,8,5.51948051948048,113.79310344827584
7,7008,2,-21.36226502668833,-7.187385405207191
7,7008,3,-11.499187746576933,16.97836450311696
7,7008,4,-23.033186354142487,-29.409607627429423
7,7008,5,-18.577396147598048,40.19068573524016
7,7008,6,-12.555117196565323,17.235056839017226
7,7008,7,-14.504525411928515,-0.11001100110011874
