cve_ent,cve_mun,mes,numero_de_transacciones_en_cajeros_automaticos,numero_de_transacciones_en_tpv
12,12011,7,-21.56857694784289,6.9608094262295195
12,12011,8,-19.361236316806185,-4.264856557377039
12,12012,2,-17.658236142052154,-18.246083301490255
12,12012,3,-7.666098807495725,3.744745892243029
12,12012,4,-20.741056218057906,-18.265189147879248
12,12012,5,-13.425501244922023,-1.681314482231555
12,12012,6,-27.715895688638447,5.86549484142147
12,12012,7,-28.367841698335738,3.7256400458540284
12,12012,8,-29.753636482767664,-12.03668322506688
12,12013,2,28.35443037974683,-18.75
12,12013,3,66.83544303797468,-15.62499999999999
12,12013,4,97.46835443037976,-34.374999999999986
12,12013,5,163.2911392405063,-49.999999999999986
12,12013,6,129.36708860759492,25.00000000000002
12,12013,7,136.96202531645568,-15.624999999999979
12,12013,8,158.4810126582278,-40.62499999999998
12,12014,2,-39.26993275696445,-22.63329706202394
12,12014,3,-14.908741594620544,0.43525571273124175
12,12014,4,-3.9385206532180472,23.93906420021763
12,12014,5,-17.060518731988473,13.92818280739936
12,12014,6,-25.379442843419795,18.82480957562569
12,12014,7,-19.2122958693564,22.959738846572385
12,12014,8,-46.378482228626325,-62.023939064200206
12,12015,2,-8.575112830431975,-13.207547169811317
12,12015,3,5.781216419514301,11.994609164420499
12,12015,4,-20.696324951644087,-16.981132075471695
12,12015,5,-13.238770685579182,-18.733153638814002
12,12015,6,-12.400601762303875,-20.75471698113206
12,12015,7,0.5265420159037415,-13.881401617250654
12,12015,8,-1.4076939608854255,-24.25876010781669
12,12017,2,-29.85472154963681,21.766169154228866
12,12017,3,-10.169491525423735,23.631840796019898
12,12017,4,-3.14769975786926,-3.233830845771146
12,12017,5,-6.682808716707034,-16.16915422885572
12,12017,6,-4.939467312348689,-7.7114427860696555
12,12017,7,22.5423728813559,-8.084577114427871
12,12017,8,9.685230024213043,-4.601990049751247
12,12018,2,-45.36571747627024,-25.837320574162682
12,12018,3,-84.04522613065326,-0.15948963317384823
12,12018,4,-62.40926856504746,-19.138755980861244
12,12018,5,-59.77107761027359,-24.8006379585327
12,12018,6,-63.81909547738693,-6.220095693779914
12,12018,7,-62.939698492462306,-2.551834130781516
12,12018,8,-59.53378001116694,-34.928229665071775
12,12019,3,-29.936908517350158,-100.0
12,12021,2,-12.242184982275218,-14.752893624839247
12,12021,3,-0.19336126329358994,4.648171963990433
12,12021,4,-10.81211730583307,-4.446077530773474
12,12021,5,-7.299387689332903,-9.351460591585525
12,12021,6,-11.545278762487909,-2.259783207789823
12,12021,7,-8.10103126007089,1.249311041704937
12,12021,8,-19.537544311956168,-48.245452875252624
12,12022,2,-72.31108659680088,-15.873015873015872
12,12022,3,-57.58411472697187,7.14285714285714
12,12022,4,-65.36127964699392,3.968253968253954
12,12022,5,-53.22669608383893,13.492063492063465
12,12022,6,-45.55984555984555,75.39682539682535
12,12022,7,-36.70711527854383,35.71428571428568
12,12022,8,-26.061776061776044,20.634920634920583
12,12023,2,-40.32274965943624,-5.413444378346222
12,12023,3,-15.93838415592581,-1.6061867935752483
12,12023,4,-38.03835271927066,-17.28138013087448
12,12023,5,-36.81232316881483,-26.47233789411065
12,12023,6,-28.471130671696532,-11.005353955978592
12,12023,7,-35.19857487163366,-10.023795359904831
12,12023,8,-33.0189667819344,-32.80785246876861
12,12027,2,-26.69635839664658,9.047619047619037
12,12027,3,-5.056326958344249,48.571428571428555
12,12027,4,0.5501702908043082,67.14285714285712
12,12027,5,-9.85066806392454,60.47619047619046
12,12027,6,6.366256222164024,60.952380952380935
12,12027,7,-5.108724128897013,32.857142857142854
12,12027,8,3.7201991092481235,32.38095238095238
12,12028,2,-8.61404721920379,-11.32956767325657
12,12028,3,0.7171787019658149,15.468172930697378
12,12028,4,-23.20063222364912,-4.627416902020409
12,12028,5,-7.078929171194314,-8.407560286769488
12,12028,6,-9.657216240244992,-10.62350640886377
12,12028,7,-2.6197767460239163,1.097110580056504
12,12028,8,-2.756099970364523,-7.929611123180525
12,12029,2,-26.96522680035186,-11.667211454476279
12,12029,3,-24.106616015755755,-9.121355503517892
12,12029,4,-46.057402635819436,-51.705364463044624
12,12029,5,-41.419886191139724,-52.87031728084792
12,12029,6,-42.34327928320657,-41.97875863399367
12,12029,7,-34.338359502105696,-25.54349282219731
12,12029,8,-36.57779403865765,-23.664778664323173
12,12030,2,-52.132300720349015,1.9291678663979184
12,12030,3,-49.89346951198891,27.469046933486887
12,12030,4,-58.53765768203185,18.341491505902674
12,12030,5,-57.03946700936792,13.87849121796718
12,12030,6,-48.56099293178667,13.93607831845667
12,12030,7,-48.40880652034226,25.82781456953642
12,12030,8,-54.330548885657294,-1.7852001151741903
12,12032,2,51.291079812206576,8.882521489971351
12,12032,3,95.36384976525822,79.94269340974213
12,12032,4,57.86384976525822,185.38681948424073
12,12032,5,65.19953051643195,288.53868194842414
12,12032,6,116.25586854460099,127.79369627507164
12,12032,7,84.62441314553996,73.92550143266479
12,12032,8,14.201877934272321,-40.40114613180514
12,12033,2,-12.617114303560273,-15.571776155717764
12,12033,3,-34.54091193004373,4.1362530413625365
12,12033,4,-28.763272954403508,-36.73965936739659
12,12033,5,-16.30231105559027,-2.4330900243308973
12,12033,6,-42.442223610243616,-14.111922141119216
12,12033,7,3.123048094940639,-2.676399026763987
12,12033,8,-12.96064959400377,2.1897810218978186
12,12034,2,-19.352363413136896,-13.156899810964084
12,12034,3,-6.61065070595458,0.6049149338374304
12,12034,4,-27.674186617556796,15.34971644612475
12,12034,5,-21.715776550030697,28.052930056710768
12,12034,6,-20.40745856353592,26.84310018903591
12,12034,7,-18.953345610804174,30.09451795841209
12,12034,8,-21.38581952117863,20.37807183364837
12,12035,2,-25.06812359728866,-9.215533174535718
12,12035,3,-21.51753530865318,-1.4588295758917513
12,12035,4,-43.11622951191314,-34.09569368532374
12,12035,5,-43.98268005712862,-37.529280370044575
12,12035,6,-40.484686359411505,-29.376241635944922
12,12035,7,-31.677812790460457,-12.833944473546355
12,12035,8,-33.555802407562766,-17.096771005267996
12,12038,2,-19.654062449117625,-14.522860622163181
12,12038,3,-22.04464706938374,-18.51156869257169
12,12038,4,-43.6354755075713,-46.784014170264584
12,12038,5,-40.96892573990806,-46.58640540241338
12,12038,6,-42.276107096187,-44.06343407505812
12,12038,7,-34.149538875181086,-32.32314845566256
12,12038,8,-34.018862489197275,-33.1872024797963
12,12039,2,-53.06627101879327,-13.905461220743465
12,12039,3,-48.252555225848994,-3.9926571821936707
12,12039,4,-52.11341905703924,-14.043139054612208
12,12039,5,-53.62017804154302,-24.827902707664062
12,12039,6,-54.72469502143091,-12.345112436897654
12,12039,7,-54.43125618199802,-4.313905461220746
12,12039,8,-57.217276623804814,-47.13171179440111
12,12040,5,73.85844748858447,28.952042628774443
12,12040,6,102.96803652968039,71.5808170515098
12,12040,7,74.5433789954338,22.73534635879222
12,12040,8,72.26027397260273,-77.797513321492
12,12042,2,67.4757281553398,-11.375661375661373
12,12042,3,33.49514563106795,-9.523809523809511
12,12042,4,35.4368932038835,21.42857142857144
12,12042,5,74.75728155339807,28.835978835978835
12,12042,6,35.4368932038835,12.698412698412698
12,12042,7,74.75728155339807,29.894179894179906
12,12042,8,47.57281553398058,-74.60317460317461
12,12044,2,-37.47632575757576,-21.791767554479424
12,12044,3,-19.696969696969703,34.38256658595642
12,12044,4,-30.658143939393945,59.80629539951574
12,12044,5,-22.916666666666675,39.951573849878926
12,12044,6,-35.72443181818182,42.85714285714286
12,12044,7,-33.617424242424256,20.09685230024212
12,12044,8,-65.26988636363637,-93.7046004842615
12,12045,8,inf,-46.82605111294313
12,12046,2,-33.18720291604068,-14.304763656428177
12,12046,3,-23.33448267369406,-2.0461651646128454
12,12046,4,-41.82449572691672,-18.79253264668016
12,12046,5,-29.218284363224388,-13.449512598859659
12,12046,6,-32.652759648301846,-15.675004598123953
12,12046,7,-25.352806442873664,-5.6694868493654464
12,12046,8,-28.673989606679296,-17.66599227515172
12,12048,2,-13.932515337423313,-8.052220316371262
12,12048,3,-8.76073619631902,2.2870211549456787
12,12048,4,-33.723926380368106,-16.94301505622261
12,12048,5,-18.855828220858918,-16.314084238612537
12,12048,6,-21.211656441717807,-10.825233466742901
12,12048,7,-11.687116564417199,-2.1345530779493083
12,12048,8,-16.168711656441737,-29.178578235182005
12,12049,2,-58.09317015396762,-24.581005586592177
12,12049,3,-55.54678247137781,-45.81005586592178
12,12049,4,-64.29135412554284,-79.05027932960894
12,12049,5,-76.68772206869325,-75.97765363128491
12,12049,6,-60.79747335175681,-76.25698324022346
12,12049,7,-60.46190288195815,-73.74301675977652
12,12049,8,-71.33833399131464,-62.84916201117318
12,12050,2,-21.83728661371872,-9.359270847503742
12,12050,3,-16.690361407146902,-3.033600870629849
12,12050,4,-28.175006146380056,-25.799210991701816
12,12050,5,-31.257816592019328,-38.518568902190175
12,12050,6,-41.51425425703628,-33.24037545912121
12,12050,7,-23.750681446483746,-18.97700993062169
12,12050,8,-26.123718613376667,-18.582505781526336
12,12051,2,-36.22032288698955,-40.575079872204476
12,12051,3,-42.317188983855644,-10.223642172523972
12,12051,4,-38.70845204178538,5.271565495207642
12,12051,5,-44.78632478632479,18.690095846645338
12,12051,6,-38.27160493827162,7.667731629392938
12,12051,7,-42.96296296296297,6.709265175718815
12,12051,8,-26.32478632478634,-90.41533546325878
12,12052,2,-11.634775908565553,-11.181854357341825
12,12052,3,-9.130602285861045,30.12335853561481
12,12052,4,-14.02337228714523,-6.4464783127735625
12,12052,5,21.80557339155005,2.506963788300842
12,12052,6,18.85193270836012,2.0294468762435347
12,12052,7,14.691151919866474,7.9188221249502755
12,12052,8,4.314883780660095,-43.971348985276556
12,12053,2,-6.599811433959035,-17.20683559222157
12,12053,3,20.382274792148802,-13.239049302691019
12,12053,4,-7.928344904431295,-25.574543311726572
12,12053,5,-6.205536984657578,-21.528186996660782
12,12053,6,4.988428902031372,-16.381850324101364
12,12053,7,11.74252164223879,-4.890984089569839
12,12053,8,6.951229964858152,-35.867216656845414
12,12054,4,-11.094527363184081,0.0
12,12054,5,30.99502487562189,31.034482758620683
12,12054,6,-19.90049751243782,-13.793103448275856
12,12054,7,33.98009950248755,-6.896551724137923
12,12054,8,-59.203980099502495,-100.0
12,12055,2,-22.706971840092304,-9.717452858605935
12,12055,3,-18.58792635254095,-10.972548547101235
12,12055,4,-42.83170700168104,-57.0114665542101
12,12055,5,-38.03228790546388,-53.513263851236026
12,12055,6,-35.276973730019,-54.641845894330984
12,12055,7,-24.789869992937653,-38.45010743619095
12,12055,8,-25.95864044642059,-34.845472618832474
12,12056,2,-44.133994291723,-8.5439229843562
12,12056,3,-26.31816133393421,24.548736462093856
12,12056,4,-48.85083370887787,40.673886883273155
12,12056,5,-49.67703169595914,52.46690734055355
12,12056,6,-41.44509538831305,76.77496991576413
12,12056,7,-22.893195132942758,47.17208182912154
12,12056,8,-42.37644584647738,-32.129963898916955
12,12057,2,-29.999101285162222,-18.14134218408484
12,12057,3,-24.669722297115126,-1.7485631020804582
12,12057,4,-35.86321560168959,-1.4328503197603593
12,12057,5,-29.012761750696512,3.2299846191208736
12,12057,6,-35.49249573110453,-0.6799967619201763
12,12057,7,-30.938258290644406,1.5218975147737401
12,12057,8,-34.209580300170785,-23.637982676272973
12,12058,2,-6.368314302884615,-7.608022780735424
12,12058,3,-3.410456730769229,0.18571251702363956
12,12058,4,-25.768103966346157,-23.573108827534984
12,12058,5,-27.405724158653854,-16.6646031942553
12,12058,6,-20.325646033653864,-10.17085551566177
12,12058,7,-8.460411658653866,1.7518880772563916
12,12058,8,-14.002403846153866,-15.94032437786308
12,12059,2,-33.79109446525177,-7.750631844987366
12,12059,3,-44.923012900540996,-5.60235888795283
12,12059,4,-35.70536828963795,-28.011794439764117
12,12059,5,-47.12858926342073,-45.28222409435553
12,12059,6,-38.41032043279235,-33.31929233361417
12,12059,7,-22.034956304619236,-20.42965459140693
12,12059,8,-20.453599667082823,-21.272114574557733
12,12060,2,-29.135180520570948,62.66666666666667
12,12060,3,5.121746431570129,-15.999999999999993
12,12060,4,7.304785894206578,-68.0
12,12060,5,-22.58606213266161,-76.0
12,12060,6,-25.77665827036103,-57.333333333333336
12,12060,7,2.099076406381206,-73.33333333333334
12,12060,8,29.806884970612945,-77.33333333333333
12,12061,2,-13.864536658224559,-1.9736842105263164
12,12061,3,-3.987271900772771,10.972744360902254
12,12061,4,-25.228910968244676,-8.7640977443609
12,12061,5,-3.435288005714643,-0.30545112781955597
12,12061,6,2.006623806740704,11.160714285714256
12,12061,7,8.539515552958,30.545112781954842
12,12061,8,2.3443080719527387,-11.34868421052635
12,12062,2,8.776266996291726,20.58823529411764
12,12062,3,-0.3708281829418958,35.29411764705883
12,12062,4,3.95550061804697,41.176470588235304
12,12062,5,28.553770086526576,135.29411764705884
12,12062,6,39.06056860321383,117.64705882352943
12,12062,7,56.61310259579726,141.17647058823533
12,12062,8,31.891223733003706,152.94117647058826
12,12066,2,-15.85380185685744,-7.7656194846452475
12,12066,3,-5.056410859090377,12.530885986586672
12,12066,4,-24.756140557057236,-4.05930109424637
12,12066,5,-7.876953813609133,-2.2590893046240623
12,12066,6,-9.495827946879787,2.9915284151076804
12,12066,7,-1.3309437066635565,1.3501588422167643
12,12066,8,-5.905511811023645,-12.345570067066692
12,12067,2,-38.22329849604894,-10.813008130081304
12,12067,3,-24.560285495794034,0.8943089430894169
12,12067,4,-54.601070609227634,-11.38211382113823
12,12067,5,-69.51312770838643,-16.178861788617905
12,12067,6,-37.394850879429,-25.12195121951222
12,12067,7,-35.13892429263318,-17.642276422764247
12,12067,8,-37.07621718072902,-13.902439024390267
12,12068,2,-13.281733746130032,-11.407173827355145
12,12068,3,-7.18266253869968,-18.73078439101301
12,12068,4,-44.90712074303404,-51.8959400867166
12,12068,5,-34.280185758513916,-55.806070161608204
12,12068,6,-36.71826625386995,-55.17540402049666
12,12068,7,-30.441176470588204,-35.5301537248719
12,12068,8,-33.21207430340555,-27.307843910130092
12,12073,2,-57.670772676371776,11.194029850746269
12,12073,3,-95.57670772676371,40.29850746268655
12,12073,4,-93.28107502799551,62.31343283582087
12,12073,5,-100.0,87.31343283582088
12,12075,2,-9.301297169811317,-1.8252018252018276
12,12075,3,-10.465801886792448,17.971217971217968
12,12075,4,-27.80070754716981,26.25482625482625
12,12075,5,-16.524174528301884,20.393120393120377
12,12075,6,2.2995283018867996,25.131625131625125
12,12075,7,35.347877358490585,26.325026325026315
12,12075,8,17.49705188679247,-29.273429273429286
12,12077,2,-41.949778434268836,-12.302385743029609
12,12077,3,-52.28951255539144,10.807703363035358
12,12077,4,-23.818316100443138,-1.552170163840183
12,12077,5,-49.70457902511078,2.529462489221035
13,13001,2,9.44591029023747,-7.719298245614037
13,13001,3,21.846965699208454,-0.7017543859649145
13,13001,4,33.56200527704487,-34.83709273182958
13,13001,5,34.45910290237468,-5.6641604010025155
13,13001,6,19.41952506596307,17.744360902255618
13,13001,7,15.989445910290257,25.7644110275689
13,13001,8,-15.250659630606844,30.225563909774422
13,13002,2,-30.447257383966242,-9.448688143473927
13,13002,3,-36.911392405063296,29.325805380272342
13,13002,4,-34.85232067510549,16.10760544669545
13,13002,5,-70.70042194092827,16.57256725340417
13,13002,6,-73.0632911392405,15.725672534041824
13,13002,7,-47.17299578059072,13.268017270009945
13,13002,8,-50.345991561181435,16.73862504151442
13,13003,2,-21.026297979309682,-5.706957358127607
13,13003,3,-21.09881078990623,-4.910761996366353
13,13003,4,-37.53746495214156,-26.896975526343915
13,13003,5,-37.25708208450161,-21.75376723308753
13,13003,6,-37.158786941248536,-10.513519290370843
13,13003,7,-32.849108898127575,-2.9095864058993337
13,13003,8,-35.630378033452594,-5.330234049374805
13,13004,2,72.62931034482759,3.558718861209975
13,13004,3,195.04310344827584,-6.049822064056931
13,13004,4,296.551724137931,2.313167259786497
13,13004,5,301.9396551724137,11.209964412811413
13,13004,6,354.956896551724,-11.209964412811368
13,13004,7,343.5344827586205,-3.2028469750889466
13,13004,8,326.72413793103436,-16.548042704626308
13,13005,2,-33.45035105315948,-0.7923930269413626
13,13005,3,-41.69174189234369,8.082408874801917
13,13005,4,-39.66900702106319,-37.797147385103
13,13005,5,-30.4078903376797,-31.22028526148969
13,13005,6,-39.66900702106319,-31.378763866877968
13,13005,7,-26.34570377800066,-10.221870047543579
13,13005,8,-39.93647609495151,-14.183835182250393
13,13006,2,-30.34022681787859,-7.2550831792975945
13,13006,3,-32.47498332221481,-0.32347504621073053
13,13006,4,-40.573715810540364,-4.805914972273573
13,13006,5,-51.300867244829895,-6.7467652495379005
13,13006,6,-51.02068045363577,-4.066543438077641
13,13006,7,-38.23882588392262,-1.0166358595194214
13,13006,8,-46.457638425617084,6.746765249537878
13,13007,2,-78.67494824016563,9.477521263669498
13,13007,3,-30.434782608695656,5.467800729040095
13,13007,4,-45.54865424430642,-23.511543134872415
13,13007,5,-93.06418219461698,-4.921020656136088
13,13007,6,-70.1863354037267,22.174969623329275
13,13007,7,-27.329192546583837,25.63791008505467
13,13007,8,-60.14492753623188,14.459295261239369
13,13008,2,-11.052157650481398,-1.5172242258425617
13,13008,3,-6.781187227263274,5.901007337395847
13,13008,4,-17.885987393502802,-13.213530655391114
13,13008,5,-15.259402923044952,-9.333416241760983
13,13008,6,-16.737549352358517,-2.3442357915682277
13,13008,7,-13.825587033317166,1.9773659992538217
13,13008,8,-14.28136039343354,1.8405670936450624
13,13009,2,-67.37927565392354,-15.222696766320931
13,13009,3,-95.85010060362174,-28.93532641854789
13,13009,4,-90.9708249496982,-23.733984136668695
13,13009,5,-98.08853118712274,-29.514948139109208
13,13009,6,-82.24346076458752,-27.165954850518613
13,13009,7,-64.63782696177063,-20.3020134228188
13,13009,8,-75.0251509054326,-23.978035387431362
13,13010,2,-22.106873059276076,-2.4917627677100485
13,13010,3,-15.377485285257443,1.3076606260296497
13,13010,4,-12.805301941882552,-3.490527182866565
13,13010,5,-12.83774389396115,-5.56013179571665
13,13010,6,-13.69745562404412,-4.242174629324547
13,13010,7,-5.035454419057328,2.7903624382207726
13,13010,8,-11.289799323353577,-6.445634266886313
13,13011,2,-41.36878814298169,-12.953876349362115
13,13011,3,-31.146469049694858,-4.906771344455352
13,13011,4,-39.38535309503052,-0.7850834151128527
13,13011,5,-56.89843068875328,8.832188420019627
13,13011,6,-50.9045335658239,16.6830225711482
13,13011,7,-49.465998256320844,22.473012757605517
13,13011,8,-46.392763731473416,16.094210009813548
13,13012,2,-5.5373937534577315,-4.6878198567042
13,13012,3,3.5256249056983435,3.6438075742067477
13,13012,4,-12.825026404466122,-47.41044012282497
13,13012,5,-16.80832872302972,-55.25076765609007
13,13012,6,-15.81753256550822,-52.118730808597746
13,13012,7,-8.248252275813506,-48.659160696008186
13,13012,8,-11.079816929034859,-34.104401228249735
13,13013,2,-25.90306355738454,1.0104655359076231
13,13013,3,-22.318244170096012,10.285095633345364
13,13013,4,-33.10928212162779,-7.521781718822496
13,13013,5,-30.63557384545038,-1.953910398515235
13,13013,6,-30.265203475080014,7.521781718822496
13,13013,7,-23.17329675354367,12.692684435737478
13,13013,8,-22.57887517146776,-3.510852193638203
13,13014,2,-31.55932905363429,-20.641282565130258
13,13014,3,-39.11782977842203,28.75751503006012
13,13014,4,-27.852557465313723,43.787575150300604
13,13014,5,-26.817146407123616,38.27655310621243
13,13014,6,-17.581279768067915,23.747494989979966
13,13014,7,-90.72271691861668,110.32064128256516
13,13014,8,-72.97577138123836,55.811623246493
13,13015,2,-43.93542757417103,3.3333333333333437
13,13015,3,-37.04188481675392,2.220446049250313e-14
13,13015,4,-58.7696335078534,-90.0
13,13015,5,-52.39965095986039,-90.0
13,13015,6,-67.19022687609075,-96.66666666666667
13,13015,7,-38.00174520069809,-73.33333333333334
13,13015,8,-33.7696335078534,-36.66666666666668
13,13016,2,-27.876800228147726,-4.445394315024576
13,13016,3,-12.619421075146153,12.502671511006636
13,13016,4,-24.946527876800218,-2.1372088053002614
13,13016,5,-31.23484956509339,-0.08548835221198203
13,13016,6,-29.923000142592315,3.9110921136995325
13,13016,7,-36.98845002138884,5.236161572985698
13,13016,8,-38.69955796378154,1.7525112203462312
13,13017,2,-17.968561064087062,inf
13,13017,3,-8.004836759371226,inf
13,13017,4,-21.039903264812576,inf
13,13017,5,9.866989117291403,inf
13,13017,6,-1.692865779927466,inf
13,13017,7,-15.23579201934705,inf
13,13017,8,-25.900846432889978,inf
13,13018,2,-22.46123760301718,-57.692307692307686
13,13018,3,-11.873166643385947,-7.692307692307687
13,13018,4,-21.357731526749546,42.307692307692314
13,13018,5,-27.57368347534571,65.38461538461537
13,13018,6,-19.17865623690458,73.07692307692308
13,13018,7,-19.23452996228522,7.692307692307687
13,13018,8,-29.892443078642263,-34.61538461538463
13,13019,2,18.69983948635634,2.321428571428563
13,13019,3,-94.70304975922954,26.875000000000004
13,13019,4,-74.15730337078654,-10.133928571428575
13,13019,5,15.569823434991893,-15.357142857142858
13,13019,6,-4.654895666131697,-24.375000000000004
13,13019,7,-87.64044943820225,2.187500000000009
13,13019,8,-78.0096308186196,6.3839285714285765
13,13021,2,9.863908546543287,-3.3524614919963724
13,13021,3,8.949373979314101,-13.711869525823007
13,13021,4,11.0832879695155,-5.859257022047704
13,13021,5,13.805117038649971,-1.932950770160058
13,13021,6,0.457267283614593,55.20990637269709
13,13021,7,15.37289058247142,57.11265478707341
13,13021,8,-5.6069678824169795,53.30715795832077
13,13023,2,-100.0,-11.107978573442345
13,13024,2,3.282501938485405,-7.716049382716051
13,13024,3,6.332385629361603,82.05003248862897
13,13024,4,-30.628069268544834,-47.20597790773231
13,13024,5,-31.894546394417144,-42.98245614035089
13,13024,6,-17.420522098733503,-33.28460038986356
13,13024,7,-13.569397777203395,-16.26055880441847
13,13024,8,2.894804859136757,-14.26250812215727
13,13025,2,-48.22548766864312,-1.2072434607645843
13,13025,3,-36.21208215175733,23.34004024144869
13,13025,4,-32.40525908739367,-5.633802816901412
13,13025,5,-26.750880811205658,4.828973843058337
13,13025,6,-30.617856835954306,17.303822937625736
13,13025,7,-34.45045974048296,46.88128772635813
13,13025,8,-36.71049239494717,37.02213279678066
13,13028,2,-32.96717711531735,-9.872248793920946
13,13028,3,-24.31740448521125,0.6356502474273773
13,13028,4,-37.98291810797155,-11.669461871337761
13,13028,5,-39.70616813712154,-18.51667805453754
13,13028,6,-37.79732986124606,-16.475143383647005
13,13028,7,-36.05853317268453,-7.876265606559407
13,13028,8,-38.88170935520231,-11.238793299790872
13,13029,2,-14.874994251728314,-6.4204817355240085
13,13029,3,-11.157778561245912,-5.33577923113735
13,13029,4,-21.795913362049134,-28.36178018822779
13,13029,5,-16.904517375109208,-23.895358111341526
13,13029,6,-20.615601575792873,-18.3761365449035
13,13029,7,-13.556723945000538,-7.22603286010528
13,13029,8,-18.31016141146895,-11.644600414739193
13,13030,2,-22.913766872754348,-7.981801097868557
13,13030,3,-17.372867639918432,-0.8431828297314592
13,13030,4,-30.193733208170137,-30.23589337817121
13,13030,5,-25.835140646748457,-31.897532268433803
13,13030,6,-26.359531285404458,-19.76410662182879
13,13030,7,-20.117826044735043,-14.596211858958519
13,13030,8,-24.323471336548717,-16.86612927154939
13,13031,2,-39.73615375867167,-16.296296296296298
13,13031,3,-34.1180484476288,90.55555555555554
13,13031,4,-48.65233708631867,1.2962962962962843
13,13031,5,-40.81655862617992,-2.2222222222222365
13,13031,6,-43.693847378596615,-8.703703703703713
13,13031,7,-41.066757648129204,12.407407407407378
13,13031,8,-39.849880586830444,6.2962962962962665
13,13035,2,30.359612724757955,-14.905743095133717
13,13035,3,12.793914246196403,-4.6909250328803225
13,13035,4,27.800829875518684,-31.302060499780804
13,13035,5,62.58644536652835,-23.191582639193353
13,13035,6,66.5283540802213,-15.037264357737845
13,13035,7,49.03181189488244,-6.400701446733903
13,13035,8,48.89349930843707,-14.379658044717248
13,13036,2,-73.6842105263158,-89.00445765230312
13,13036,3,-89.53709575142676,-77.86032689450222
13,13036,4,-67.27964489537096,-15.898959881129226
13,13036,5,-75.96702599873177,41.30757800891538
13,13036,6,-90.23462270133165,44.27934621099563
13,13036,7,-62.77742549143945,47.10252600297184
13,13037,2,2.3972206137811147,3.8181818181818095
13,13037,3,11.105964099594656,14.999999999999991
13,13037,4,1.4591777649102466,-21.272727272727277
13,13037,5,14.765489287782273,-18.727272727272737
13,13037,6,8.558193398957737,-9.363636363636374
13,13037,7,13.375796178343968,2.3636363636363455
13,13037,8,10.480602200347434,3.9999999999999813
13,13038,2,32.24446786090623,-3.9867109634551534
13,13038,3,19.704952581664912,-2.657807308970106
13,13038,4,-19.915700737618547,-92.02657807308971
13,13038,5,-17.492096944151747,-92.35880398671097
13,13038,6,-7.797681770284526,-77.40863787375416
13,13038,7,13.804004214963083,-18.6046511627907
13,13038,8,36.143308746048405,60.13289036544851
13,13039,2,-44.113855003471194,-33.38338338338338
13,13039,3,-46.73212337597937,-60.49382716049383
13,13039,4,-63.9789745115541,-86.01935268601936
13,13039,5,-61.777248834672214,-90.3903903903904
13,13039,6,-61.43012992165031,-86.10276943610278
13,13039,7,-55.12248338788059,-66.48314981648315
13,13039,8,-56.42169989090549,-51.7183850517184
13,13041,2,-14.064902352056007,3.1125049000392035
13,13041,3,-9.380418070594398,7.8400627205017726
13,13041,4,-24.699859334620044,-13.547628381027044
13,13041,5,-12.923222872845042,-19.49039592316738
13,13041,6,-15.479734371422026,-20.219521756174043
13,13041,7,-8.07026726422192,-11.963935711485686
13,13041,8,-11.974549380090938,-17.859662877303006
13,13042,2,-55.90331969460497,-8.381171067738237
13,13042,3,-50.841523600624285,0.11481056257174327
13,13042,4,-56.2239001138904,-18.02525832376579
13,13042,5,-54.29619943476609,-21.641791044776117
13,13042,6,-67.11519804277218,-6.48679678530425
13,13042,7,-50.457670730164075,7.864523536165335
13,13042,8,-55.21575905850591,1.6073478760046056
13,13044,2,-100.0,-11.541632316570482
13,13045,2,-3.4862385321100864,-15.291106845809344
13,13045,3,4.862385321100926,-5.438259756877805
13,13045,4,3.6697247706422242,-54.382597568778
13,13045,5,18.532110091743135,-45.61740243122202
13,13045,6,17.9816513761468,-56.1740243122201
13,13045,7,17.064220183486256,-65.57901471529112
13,13045,8,27.339449541284424,-38.131797824696115
13,13046,2,-48.520196664417234,-10.646041856232936
13,13046,3,-38.07480960185096,2.2747952684258443
13,13046,4,-47.33442591342909,5.095541401273884
13,13046,5,-48.014075002410095,-11.28298453139218
13,13046,6,-49.826472573026116,2.63876251137396
13,13046,7,-45.68591535717728,-14.922656960873537
13,13046,8,-49.51315916321217,-5.4595086442220335
13,13048,2,-17.081304246493968,-7.516799245184602
13,13048,3,-18.659654890223408,-3.940727046784742
13,13048,4,-39.17759993270937,-44.0369391621856
13,13048,5,-35.39372900453686,-49.11938203324563
13,13048,6,-37.24483448083706,-42.479365310709326
13,13048,7,-29.483281609507593,-24.912264216073588
13,13048,8,-29.37007915410077,-23.655676840821403
13,13049,2,-23.271950894048576,-37.5
13,13049,3,-27.515345609821196,16.666666666666675
13,13049,4,-19.21537229783827,-16.666666666666664
13,13049,5,-19.989324793167874,20.833333333333325
13,13049,6,-26.12756872164399,-29.166666666666675
13,13049,7,-21.830797971710712,0.0
13,13049,8,-11.289031224979995,-33.333333333333336
13,13050,2,30.289364900413386,-20.37277338681137
13,13050,3,40.872792183389706,-10.752624749321704
13,13050,4,19.945509207065015,-34.11584286893948
13,13050,5,18.968432919954914,-37.58405096142503
13,13050,6,32.403231867718915,-27.037867169989383
13,13050,7,33.75610672679446,-19.163619204907402
13,13050,8,23.651822623074036,-18.99846643859856
13,13051,2,-28.82225699558174,1.1207883687844866
13,13051,3,-31.03292218949436,-0.7330233526492869
